Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,class
12048,12038,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12047,12046,33.3355,81.7469,0.0,0.0,1.0,1.0,0.0,dup
12047,12045,33.3355,81.7469,0.0,0.0,1.0,1.0,0.0,dup
12047,12044,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12047,12043,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12047,12042,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12047,12041,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12047,12040,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12047,12039,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12047,12038,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12046,12045,33.3355,81.7469,0.0,0.0,1.0,1.0,0.0,dup
12046,12044,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12046,12043,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12046,12042,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12046,12041,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12046,12040,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12046,12039,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12046,12038,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12045,12044,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12045,12043,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12045,12042,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12045,12041,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12045,12040,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12045,12039,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12045,12038,33.3355,80.0962,0.0,0.0,1.0,1.0,0.0,dup
12044,12043,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12044,12042,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12044,12041,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12044,12040,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12044,12039,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12044,12038,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12043,12042,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12043,12041,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12043,12040,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12043,12039,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12043,12038,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12042,12041,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12042,12040,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12042,12039,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12042,12038,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12041,12040,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12041,12039,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12041,12038,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12040,12039,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12040,12038,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12039,12038,33.9726,81.4794,0.0,0.0,1.0,1.0,0.0,dup
12029,11629,10.7093,6.3032,0.0,0.0,1.0,1.0,0.3125,dup
12027,12026,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12027,12025,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12027,12024,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12027,12023,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12027,12022,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12026,12025,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12026,12024,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12026,12023,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12026,12022,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12025,12024,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12025,12023,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12025,12022,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12024,12023,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12024,12022,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12023,12022,34.5898,83.0684,0.0,0.0,1.0,1.0,0.0,dup
12019,12018,32.0028,79.1746,0.0,0.0,1.0,1.0,1.0,dup
11907,11688,1.8414,1.8128,0.0,0.0,1.0,1.0,0.0,dup
11907,7798,6.6051,4.4458,0.0,0.0,1.0,1.0,0.0,dup
11907,6574,5.6305,1.4335,0.0,0.0,1.0,1.0,0.0,dup
11907,5669,7.0468,5.3736,0.0,0.0,1.0,0.5,0.3333,dup
11838,11385,4.8508,0.6733,0.0,0.0,1.0,1.0,0.0,dup
11838,10087,4.9345,0.0,0.0,0.0,1.0,1.0,0.3226,dup
11838,9392,4.0263,0.9386,0.0,0.0,1.0,0.3333,0.3125,dup
11819,11818,23.1229,57.7239,0.0,0.0,1.0,1.0,1.0,dup
11817,11816,29.5885,64.4288,0.0,0.0,1.0,1.0,0.0,dup
11778,11777,23.4451,54.099,0.0,0.0,1.0,1.0,0.0,dup
11766,11765,44.7071,96.357,0.0,0.0,1.0,1.0,1.0,dup
11761,11760,25.1065,43.8694,0.0,0.0,1.0,1.0,0.0,dup
11742,11741,36.741,98.6059,0.0,0.0,1.0,1.0,0.0,dup
11705,8097,5.7926,1.3618,0.0,1.0,1.0,1.0,0.0,dup
11705,7933,7.9132,1.5792,0.0,1.0,1.0,1.0,0.0,dup
11705,7496,5.8696,1.8401,0.0,1.0,1.0,1.0,0.0,dup
11688,7798,1.5158,1.4411,0.0,0.0,1.0,1.0,0.0,dup
11688,6574,1.8192,0.0,0.0,0.0,1.0,1.0,0.0,dup
11688,5669,3.0835,1.4411,0.0,0.0,1.0,0.5,0.3333,dup
11654,11644,9.0723,2.7415,0.0,0.0,1.0,1.0,0.3125,dup
11654,10465,8.5338,6.157,0.0,0.0,1.0,1.0,0.3125,dup
11650,11649,20.6989,31.3583,0.0,0.0,1.0,1.0,1.0,dup
11644,10465,12.5345,6.2033,0.0,0.0,1.0,1.0,1.0,dup
11640,11639,18.4938,39.1002,0.0,0.0,1.0,1.0,0.0,dup
11631,11630,19.7448,34.3408,0.0,0.0,1.0,1.0,0.0,dup
11589,2117,4.9035,5.0011,0.0,0.0,1.0,1.0,0.0,dup
11589,67,1.4857,0.0,0.0,0.0,1.0,1.0,0.0,dup
11586,11560,9.2733,4.6707,0.0,0.0,0.0,1.0,0.0,dup
11586,9844,5.7762,2.3785,0.0,0.0,1.0,1.0,0.0,dup
11586,82,5.7888,4.6707,0.0,0.0,0.0,1.0,0.0,dup
11572,6914,4.4261,0.0,0.0,0.0,1.0,1.0,0.0,dup
11572,2957,5.3004,4.1626,0.0,0.0,1.0,1.0,0.0,dup
11560,9844,10.497,6.7679,0.0,0.0,0.0,1.0,0.0,dup
11560,82,5.6736,4.8548,0.0,0.0,1.0,1.0,0.0,dup
11546,11545,4.2515,3.485,0.0,0.0,1.0,1.0,0.0,dup
11544,11117,1.2557,0.0,0.0,0.0,0.0,1.0,0.0,dup
11531,11530,47.3844,94.5017,0.0,0.0,1.0,1.0,0.0,dup
11531,11529,47.3844,94.5017,0.0,0.0,1.0,1.0,0.0,dup
11531,11528,46.2149,90.2039,0.0,0.0,1.0,1.0,0.0,dup
11530,11529,47.3844,94.5017,0.0,0.0,1.0,1.0,0.0,dup
11530,11528,46.2149,90.2039,0.0,0.0,1.0,1.0,0.0,dup
11529,11528,46.2149,90.2039,0.0,0.0,1.0,1.0,0.0,dup
11520,11519,24.3629,40.4496,0.0,0.0,1.0,1.0,0.0,dup
11446,7102,4.8891,0.0,0.0,0.0,1.0,1.0,0.0,dup
11417,11416,31.1899,83.144,0.0,0.0,1.0,1.0,0.0,dup
11399,5758,4.1454,4.5412,0.0,0.0,1.0,1.0,0.0,dup
11397,7589,3.8853,0.0,0.0,0.0,1.0,1.0,0.0,dup
11385,10087,6.0682,1.5917,0.0,0.0,1.0,1.0,0.3226,dup
11385,9392,5.121,0.0,0.0,0.0,1.0,0.3333,0.3125,dup
11372,11371,41.4015,90.0725,0.0,0.0,1.0,1.0,0.0,dup
11370,11369,23.7954,65.288,0.0,0.0,1.0,1.0,0.0,dup
11334,11332,15.2677,12.2977,0.0,0.0,1.0,1.0,1.0,dup
11320,11319,9.1611,6.1715,0.0,0.0,1.0,1.0,0.0,dup
11317,10984,8.3086,10.9795,0.0,0.0,1.0,1.0,0.0,dup
11317,10983,8.3086,10.9795,0.0,0.0,1.0,1.0,0.0,dup
11311,11310,3.3337,0.0,0.0,0.0,1.0,1.0,0.3125,dup
11311,11309,3.3337,0.0,0.0,0.0,1.0,1.0,0.3125,dup
11310,11309,35.5406,58.4323,0.0,0.0,1.0,1.0,0.0,dup
11272,11177,8.7671,3.4397,0.0,1.0,1.0,1.0,0.0,dup
11252,11251,20.0236,44.449,0.0,0.0,1.0,1.0,0.0,dup
11234,4757,10.8338,2.3229,0.0,0.0,1.0,1.0,0.0,dup
11231,9739,5.7917,1.4058,0.0,0.0,0.0,1.0,0.0,dup
11231,6207,3.4227,1.4058,0.0,0.0,0.0,1.0,0.0,dup
11231,1199,0.4779,0.0,0.0,0.0,1.0,1.0,0.0,dup
11227,11226,40.2084,115.6311,0.0,0.0,1.0,1.0,0.0,dup
11208,11206,18.9888,43.219,0.0,0.0,1.0,1.0,0.3125,dup
11189,11188,20.164,27.2165,0.0,0.0,1.0,1.0,0.0,dup
11189,10900,3.7787,1.9002,0.0,0.0,0.0,1.0,0.0,dup
11189,10688,3.5432,1.9002,0.0,0.0,1.0,1.0,0.0,dup
11189,10670,22.7364,25.3164,0.0,0.0,1.0,1.0,0.0,dup
11189,10666,2.8946,0.0,0.0,0.0,1.0,1.0,0.0,dup
11189,10631,2.8958,1.9002,0.0,0.0,0.0,1.0,0.0,dup
11189,10612,3.7808,2.0896,0.0,0.0,1.0,1.0,0.0,dup
11189,10602,3.508,0.0,0.0,0.0,0.0,1.0,0.0,dup
11188,10900,5.5996,1.9517,0.0,0.0,0.0,1.0,0.0,dup
11188,10688,4.8181,1.9517,0.0,0.0,1.0,1.0,0.0,dup
11188,10670,20.2347,25.3164,0.0,0.0,1.0,1.0,0.0,dup
11188,10666,2.9653,0.0,0.0,0.0,1.0,1.0,0.0,dup
11188,10631,6.256,4.3274,0.0,0.0,0.0,1.0,0.0,dup
11188,10612,4.6322,0.0,0.0,0.0,1.0,1.0,0.0,dup
11188,10602,4.3196,2.1463,0.0,0.0,0.0,1.0,0.0,dup
11164,4039,4.5529,3.4216,0.0,0.0,0.0,1.0,0.0,dup
11159,11132,9.6972,9.6782,0.0,0.0,1.0,1.0,1.0,dup
11124,5964,6.9711,1.5582,0.0,0.0,1.0,1.0,0.0,dup
11115,11114,19.2596,24.4263,0.0,0.0,1.0,1.0,0.3125,dup
11048,11045,9.2811,6.2426,0.0,0.0,1.0,1.0,0.3125,dup
11048,9540,4.8181,0.0,0.0,0.0,1.0,1.0,1.0,dup
11048,9027,7.2197,2.206,0.0,0.0,1.0,1.0,1.0,dup
11048,4991,3.9252,2.206,0.0,0.0,1.0,1.0,0.625,dup
11045,9540,5.5755,0.0,0.0,0.0,1.0,1.0,0.3125,dup
11045,9027,4.1522,1.663,0.0,0.0,1.0,1.0,0.3125,dup
11045,4991,4.7593,3.7494,0.0,0.0,1.0,1.0,0.3846,dup
11037,11036,18.7862,27.3556,0.0,0.0,1.0,1.0,0.0,dup
11035,5317,11.4311,3.2929,0.0,0.0,1.0,1.0,0.0,dup
11028,11027,17.4363,24.8951,0.0,0.0,1.0,1.0,0.0,dup
10984,10983,37.0419,89.1974,0.0,0.0,1.0,1.0,0.0,dup
10933,10932,37.5266,109.4938,0.0,0.0,1.0,1.0,0.0,dup
10919,10918,27.5336,41.7737,0.0,0.0,1.0,1.0,0.0,dup
10900,10688,4.1659,3.839,0.0,0.0,0.0,1.0,0.0,dup
10900,10670,4.9055,1.6163,0.0,0.0,0.0,1.0,0.0,dup
10900,10666,4.5482,1.6163,0.0,0.0,0.0,1.0,0.0,dup
10900,10631,6.462,3.839,0.0,0.0,1.0,1.0,0.0,dup
10900,10612,5.8862,0.0,0.0,0.0,0.0,1.0,0.0,dup
10900,10602,4.9378,1.6163,0.0,0.0,1.0,1.0,0.0,dup
10887,10886,38.4556,83.6764,0.0,0.0,1.0,1.0,0.3125,dup
10877,5507,0.4412,0.0,0.0,0.0,1.0,1.0,0.3846,dup
10839,10838,17.1733,46.109,0.0,0.0,1.0,1.0,1.0,dup
10839,10837,17.1733,46.109,0.0,0.0,1.0,1.0,1.0,dup
10838,10837,17.1733,46.109,0.0,0.0,1.0,1.0,1.0,dup
10778,6597,8.0152,2.8297,0.0,0.0,1.0,1.0,0.3333,dup
10752,10751,39.9495,88.7966,0.0,0.0,1.0,1.0,0.0,dup
10720,10719,2.9697,2.6782,0.0,0.0,1.0,1.0,1.0,dup
10717,9836,3.1222,0.0,0.0,0.0,1.0,1.0,1.0,dup
10717,9455,2.0678,0.1429,0.0,0.0,1.0,1.0,0.3125,dup
10690,10689,26.3165,75.3844,0.0,0.0,1.0,1.0,0.0,dup
10688,10670,5.1403,1.8242,0.0,0.0,1.0,1.0,0.0,dup
10688,10666,3.1517,1.8242,0.0,0.0,1.0,1.0,0.0,dup
10688,10631,5.8032,3.6145,0.0,0.0,0.0,1.0,0.0,dup
10688,10612,3.7663,0.0,0.0,0.0,1.0,1.0,0.0,dup
10688,10602,4.7148,1.8242,0.0,0.0,0.0,1.0,0.0,dup
10670,10666,3.9318,2.5277,0.0,0.0,1.0,1.0,0.0,dup
10670,10631,4.3923,2.5277,0.0,0.0,0.0,1.0,0.0,dup
10670,10612,4.4135,0.0,0.0,0.0,1.0,1.0,0.0,dup
10670,10602,4.1306,2.5277,0.0,0.0,0.0,1.0,0.0,dup
10666,10631,4.9142,2.9218,0.0,0.0,0.0,1.0,0.0,dup
10666,10612,3.8707,0.0,0.0,0.0,1.0,1.0,0.0,dup
10666,10602,4.9142,5.6125,0.0,0.0,0.0,1.0,0.0,dup
10634,10633,23.0854,71.0022,0.0,0.0,1.0,1.0,1.0,dup
10631,10612,5.1559,0.0,0.0,0.0,0.0,1.0,0.0,dup
10631,10602,7.9867,3.7706,0.0,0.0,1.0,1.0,0.0,dup
10615,10009,4.517,0.0,0.0,0.0,0.0,1.0,0.3226,dup
10615,5142,5.5324,5.0644,0.0,0.0,0.0,1.0,0.0,dup
10612,10602,4.2251,0.0,0.0,0.0,0.0,1.0,0.0,dup
10573,10572,39.1704,72.8539,0.0,0.0,1.0,1.0,0.0,dup
10541,10540,27.5139,70.1148,0.0,0.0,1.0,1.0,0.0,dup
10524,9010,12.3141,23.4289,0.0,0.0,1.0,1.0,0.0,dup
10524,8769,10.9526,21.0955,0.0,0.0,1.0,1.0,0.6667,dup
10517,4960,3.9623,0.0,0.0,0.0,1.0,1.0,0.3125,dup
10517,4207,2.4195,0.0,0.0,0.0,1.0,1.0,0.3125,dup
10517,3422,5.1608,3.1166,0.0,0.0,1.0,1.0,0.3125,dup
10438,10436,34.8464,68.1322,0.0,0.0,1.0,1.0,0.0,dup
10438,10435,34.8464,68.1322,0.0,0.0,1.0,1.0,0.0,dup
10438,10434,34.8464,68.1322,0.0,0.0,1.0,1.0,0.0,dup
10438,10433,34.8464,68.1322,0.0,0.0,1.0,1.0,0.0,dup
10436,10435,36.6484,71.7349,0.0,0.0,1.0,1.0,0.0,dup
10436,10434,36.6484,71.7349,0.0,0.0,1.0,1.0,0.0,dup
10436,10433,36.6484,71.7349,0.0,0.0,1.0,1.0,0.0,dup
10435,10434,36.6484,71.7349,0.0,0.0,1.0,1.0,0.0,dup
10435,10433,36.6484,71.7349,0.0,0.0,1.0,1.0,0.0,dup
10434,10433,36.6484,71.7349,0.0,0.0,1.0,1.0,0.0,dup
10422,9709,4.1074,0.0,0.0,1.0,1.0,1.0,0.0,dup
10383,10382,21.0885,68.9771,0.0,0.0,1.0,1.0,0.0,dup
10335,2630,5.6394,2.1156,0.0,1.0,1.0,1.0,0.0,dup
10260,10193,12.3598,1.0041,0.0,0.0,0.0,1.0,0.0,dup
10259,10258,28.4056,61.2004,0.0,0.0,1.0,1.0,0.0,dup
10230,1597,3.4844,1.5622,0.0,0.0,1.0,1.0,0.0,dup
10190,10189,23.665,14.3366,0.0,0.0,1.0,1.0,0.0,dup
10154,10153,6.3382,5.5644,0.0,0.0,1.0,1.0,0.3125,dup
10149,10125,6.0122,6.1412,0.0,0.0,0.0,1.0,0.3846,dup
10149,6600,2.2545,0.0,0.0,0.0,1.0,1.0,0.0,dup
10149,3778,7.2187,4.2842,0.0,0.0,1.0,1.0,0.0,dup
10125,6600,5.9275,3.2788,0.0,0.0,0.0,1.0,0.3846,dup
10125,3778,4.2762,4.1663,0.0,0.0,0.0,1.0,0.3846,dup
10105,9260,11.5794,5.6672,0.0,0.0,1.0,1.0,0.0,dup
10087,9392,4.8036,1.1071,0.0,0.0,1.0,0.3333,0.9091,dup
10009,5142,3.8604,0.0,0.0,0.0,1.0,1.0,0.3226,dup
9999,9998,9.487,13.5922,0.0,0.0,1.0,1.0,0.0,dup
9943,2168,5.2982,3.2743,0.0,0.0,1.0,1.0,0.0,dup
9866,3677,5.3157,1.2933,0.0,0.0,0.0,1.0,0.0,dup
9866,1353,7.8501,1.9062,0.0,1.0,0.0,1.0,0.0,dup
9844,82,4.722,2.5592,0.0,0.0,0.0,1.0,0.0,dup
9836,9455,4.5843,0.0,0.0,0.0,1.0,1.0,0.3125,dup
9811,9810,25.2926,64.2438,0.0,0.0,1.0,1.0,0.0,dup
9807,9806,20.2526,25.3164,0.0,0.0,0.0,1.0,0.0,dup
9783,8750,3.4704,0.0,0.0,0.0,1.0,1.0,0.0,dup
9783,4867,4.4556,0.0,0.0,1.0,1.0,1.0,0.0,dup
9768,6639,3.5566,0.0,0.0,0.0,0.0,1.0,0.0,dup
9764,9756,31.1171,22.7631,0.0,1.0,0.0,1.0,0.3226,dup
9739,6207,6.407,2.6105,0.0,0.0,1.0,1.0,0.0,dup
9739,1199,1.3524,0.0,0.0,0.0,0.0,1.0,0.0,dup
9720,5070,4.824,0.0,0.0,0.0,1.0,1.0,0.3125,dup
9688,9687,35.2816,78.0316,0.0,0.0,0.0,1.0,0.0,dup
9688,9686,35.2816,78.0316,0.0,0.0,0.0,1.0,0.0,dup
9687,9686,35.2816,78.0316,0.0,0.0,1.0,1.0,0.0,dup
9682,9663,7.5888,3.3625,0.0,0.0,1.0,1.0,0.9091,dup
9657,5024,3.4801,3.5293,0.0,1.0,1.0,1.0,0.3333,dup
9619,9300,5.6562,2.4402,0.0,1.0,1.0,1.0,1.0,dup
9610,9609,17.7318,35.1099,0.0,0.0,1.0,1.0,1.0,dup
9606,3334,10.9435,6.2476,0.0,1.0,1.0,1.0,0.0,dup
9549,8990,3.2081,1.2691,0.0,0.0,1.0,1.0,0.3125,dup
9549,8601,6.0376,0.0,0.0,0.0,1.0,1.0,0.3125,dup
9540,9027,7.5803,1.158,0.0,0.0,1.0,1.0,1.0,dup
9540,4991,5.5059,0.0,0.0,0.0,1.0,1.0,0.625,dup
9462,9461,34.1432,96.0172,0.0,0.0,1.0,1.0,0.3226,dup
9443,8880,2.8976,0.0,0.0,1.0,1.0,1.0,0.0,dup
9347,9346,44.5929,83.8344,0.0,0.0,1.0,1.0,0.0,dup
9327,4410,7.7672,4.9377,0.0,1.0,1.0,1.0,0.0,dup
9322,9308,5.1614,1.1364,0.0,0.0,1.0,1.0,1.0,dup
9317,6896,4.5123,2.069,0.0,0.0,1.0,1.0,0.0,dup
9303,9302,23.1819,68.0851,0.0,0.0,0.0,1.0,0.0,dup
9249,9247,26.3108,62.6016,0.0,0.0,1.0,1.0,0.0,dup
9186,7136,4.4915,0.2391,0.0,1.0,1.0,1.0,0.3333,dup
9124,8685,7.4742,3.4693,0.0,0.0,1.0,1.0,0.0,dup
9119,9118,39.9017,69.6505,0.0,0.0,0.0,1.0,0.0,dup
9113,9111,45.2678,72.1891,0.0,0.0,1.0,1.0,0.0,dup
9113,9110,45.2678,72.1891,0.0,0.0,1.0,1.0,0.0,dup
9111,9110,45.2678,72.1891,0.0,0.0,1.0,1.0,0.0,dup
9109,5974,6.7208,1.7866,0.0,0.0,1.0,1.0,0.0,dup
9109,5001,1.6369,0.0,0.0,0.0,1.0,1.0,0.0,dup
9108,6044,6.0068,0.0,0.0,0.0,1.0,1.0,0.0,dup
9108,3190,3.2184,0.0,0.0,0.0,1.0,1.0,0.0,dup
9108,3151,4.2466,0.0,0.0,0.0,0.0,1.0,0.0,dup
9067,9066,31.7059,76.405,0.0,0.0,0.0,1.0,0.3125,dup
9045,8902,5.9162,1.5253,0.0,0.0,1.0,1.0,0.0,dup
9045,8103,5.6901,0.0,0.0,0.0,0.0,1.0,0.0,dup
9045,6283,4.2237,0.0,0.0,0.0,1.0,1.0,0.0,dup
9045,4153,5.1203,0.0,0.0,0.0,0.0,1.0,0.3846,dup
9045,3029,3.9664,0.0,0.0,0.0,1.0,1.0,0.0,dup
9045,3027,3.9664,0.0,0.0,0.0,0.0,1.0,0.0,dup
9045,1618,6.9524,0.0,0.0,0.0,1.0,1.0,0.0,dup
9027,4991,6.4805,1.8046,0.0,0.0,1.0,1.0,0.625,dup
9017,6039,8.337,0.0,0.0,0.0,1.0,1.0,0.0,dup
9017,5320,7.5028,6.8537,0.0,0.0,1.0,1.0,0.3333,dup
9010,8769,11.9254,23.647,0.0,0.0,1.0,1.0,0.6667,dup
8990,8601,6.8629,1.706,0.0,0.0,1.0,1.0,0.0,dup
8965,8477,9.9295,0.5897,0.0,0.0,1.0,1.0,0.3226,dup
8948,8947,7.6871,12.5182,0.0,0.0,1.0,1.0,1.0,dup
8944,1863,11.2362,6.009,0.0,1.0,1.0,1.0,0.0,dup
8944,779,8.1838,3.4563,0.0,1.0,1.0,1.0,0.0,dup
8944,514,9.9957,4.1933,0.0,1.0,1.0,1.0,0.0,dup
8902,8103,5.1046,2.8191,0.0,0.0,0.0,1.0,0.0,dup
8902,6283,1.0221,0.0,0.0,0.0,1.0,1.0,0.0,dup
8902,4153,3.4351,2.8191,0.0,0.0,0.0,1.0,0.3846,dup
8902,3029,4.041,0.0,0.0,0.0,1.0,1.0,0.0,dup
8902,3027,4.041,0.0,0.0,0.0,0.0,1.0,0.0,dup
8902,1618,1.7439,0.0,0.0,0.0,1.0,1.0,0.0,dup
8888,8887,29.8838,64.2979,0.0,0.0,1.0,1.0,0.0,dup
8886,8885,28.1378,53.4188,0.0,0.0,1.0,1.0,0.0,dup
8820,8802,20.6526,43.6533,0.0,0.0,1.0,1.0,0.0,dup
8817,8529,7.4905,6.5807,0.0,0.0,1.0,1.0,0.0,dup
8781,6507,8.283,11.0542,0.0,1.0,1.0,1.0,0.0,dup
8780,8284,2.6452,0.0,0.0,0.0,1.0,1.0,0.0,dup
8780,8251,2.5216,0.0,0.0,0.0,0.0,1.0,0.0,dup
8780,6291,2.3119,0.0,0.0,0.0,0.0,1.0,0.0,dup
8780,3705,2.6452,7.6327,0.0,0.0,0.0,1.0,0.0,dup
8750,4867,2.8117,0.0,0.0,0.0,1.0,1.0,0.0,dup
8738,8737,62.478,125.2009,0.0,0.0,1.0,1.0,1.0,dup
8738,8736,62.478,125.2009,0.0,0.0,1.0,1.0,1.0,dup
8738,8734,62.478,125.2009,0.0,0.0,1.0,1.0,1.0,dup
8738,8733,62.478,125.2009,0.0,0.0,1.0,1.0,1.0,dup
8737,8736,62.478,125.2009,0.0,0.0,1.0,1.0,1.0,dup
8737,8734,62.478,125.2009,0.0,0.0,1.0,1.0,1.0,dup
8737,8733,62.478,125.2009,0.0,0.0,1.0,1.0,1.0,dup
8736,8734,62.478,125.2009,0.0,0.0,1.0,1.0,1.0,dup
8736,8733,62.478,125.2009,0.0,0.0,1.0,1.0,1.0,dup
8734,8733,62.478,125.2009,0.0,0.0,1.0,1.0,1.0,dup
8669,8558,3.7583,0.0,0.0,0.0,1.0,1.0,0.0,dup
8658,4681,7.706,1.0131,0.0,1.0,0.0,1.0,0.0,dup
8631,8626,4.971,0.0,0.0,0.0,1.0,1.0,0.0,dup
8631,7530,2.02,0.0,0.0,0.0,1.0,1.0,0.0,dup
8631,7341,1.5061,0.0,0.0,0.0,1.0,1.0,0.0,dup
8626,7530,2.5974,0.0,0.0,0.0,1.0,1.0,0.0,dup
8626,7341,5.4499,0.0,0.0,0.0,1.0,1.0,0.0,dup
8611,8409,7.2887,4.088,0.0,1.0,1.0,1.0,0.0,dup
8573,8437,4.4591,0.0,0.0,0.0,0.0,1.0,0.3226,dup
8573,7370,3.9685,0.0,0.0,0.0,0.0,1.0,0.0,dup
8557,8492,4.8311,1.7509,0.0,0.0,1.0,1.0,0.0,dup
8516,8511,31.0294,60.334,0.0,0.0,1.0,1.0,0.3226,dup
8437,7370,3.7999,2.3088,0.0,0.0,1.0,1.0,0.3226,dup
8418,8417,27.8177,67.0156,0.0,0.0,1.0,1.0,0.0,dup
8418,8416,27.8177,67.0156,0.0,0.0,1.0,1.0,0.0,dup
8417,8416,27.8177,67.0156,0.0,0.0,1.0,1.0,0.0,dup
8404,1942,5.0236,0.0,0.0,0.0,0.0,1.0,0.0,dup
8362,8361,27.539,74.632,0.0,0.0,1.0,1.0,0.0,dup
8358,8357,19.2008,40.7775,0.0,0.0,0.0,1.0,0.0,dup
8354,1145,6.0929,0.0,0.0,1.0,1.0,1.0,0.0,dup
8307,7522,8.0408,0.0,0.0,1.0,1.0,1.0,0.3226,dup
8296,8295,6.8418,7.1998,0.0,0.0,1.0,1.0,0.0,dup
8289,3531,0.0,0.0,0.0,1.0,1.0,1.0,0.3226,dup
8288,8163,4.6541,0.0,0.0,0.0,0.0,1.0,0.0,dup
8288,3620,5.6053,2.5293,0.0,0.0,1.0,1.0,0.0,dup
8284,8251,3.1177,0.0,0.0,0.0,0.0,1.0,0.0,dup
8284,6291,2.9158,5.3283,0.0,0.0,0.0,1.0,0.0,dup
8284,3705,3.9552,3.0685,0.0,0.0,0.0,1.0,0.0,dup
8281,8270,2.7789,0.0,0.0,0.0,1.0,1.0,0.0,dup
8281,8269,2.7789,0.0,0.0,0.0,1.0,1.0,0.0,dup
8281,8152,4.6519,2.8473,0.0,0.0,1.0,1.0,0.0,dup
8281,7617,1.4692,0.0,0.0,0.0,1.0,1.0,0.0,dup
8281,7378,2.7789,0.0,0.0,0.0,1.0,1.0,0.0,dup
8281,6866,2.7789,0.0,0.0,0.0,0.0,1.0,0.0,dup
8281,6751,1.3097,0.0,0.0,0.0,1.0,1.0,0.0,dup
8281,6654,0.0,0.0,0.0,0.0,1.0,1.0,0.0,dup
8281,5874,1.4692,0.0,0.0,0.0,1.0,1.0,0.0,dup
8281,5495,4.6519,2.8473,0.0,0.0,1.0,1.0,0.0,dup
8281,5417,4.6519,2.8473,0.0,0.0,0.0,1.0,0.0,dup
8281,4843,3.3421,2.8473,0.0,0.0,0.0,1.0,0.0,dup
8281,3063,2.7789,0.0,0.0,0.0,1.0,1.0,0.0,dup
