Bug 1,Bug 2,Ch 11,Ch 21,Ch 31,Ch 41,Ch 51,Ch 61,Ch 71,Ch 81,Ch 91,Ch 101,Ch 111,Ch 121,Ch 12,Ch 22,Ch 32,Ch 42,Ch 52,Ch 62,Ch 72,Ch 82,Ch 92,Ch 102,Ch 112,Ch 122,cosine_similarity,class
15140,15139,0.0,5.86,2.31,3.03,3.14,5.67,5.88,0.74,2.01,2.75,4.32,0.74,0.0,5.86,2.31,3.03,3.14,5.67,5.88,0.74,2.01,2.75,4.32,0.74,1.0,dup
15140,15138,0.0,5.86,2.31,3.03,3.14,5.67,5.88,0.74,2.01,2.75,4.32,0.74,0.0,5.86,2.31,3.03,3.14,5.67,5.88,0.74,2.01,2.75,4.32,0.74,1.0,dup
15139,15138,0.0,5.86,2.31,3.03,3.14,5.67,5.88,0.74,2.01,2.75,4.32,0.74,0.0,5.86,2.31,3.03,3.14,5.67,5.88,0.74,2.01,2.75,4.32,0.74,1.0,dup
15088,14749,0.0,3.02,1.17,1.82,1.82,3.66,2.69,1.17,1.16,1.73,4.0,0.5,0.9,6.57,6.42,3.82,1.78,8.21,6.09,1.37,2.38,3.7,4.25,1.67,0.922,dup
15085,10778,0.88,9.21,6.01,3.35,5.03,10.39,8.0,3.54,4.1,3.91,5.92,4.51,1.27,10.22,7.05,5.06,5.16,10.19,9.21,4.07,2.8,4.55,8.0,2.42,0.985,dup
15085,6597,0.88,9.21,6.01,3.35,5.03,10.39,8.0,3.54,4.1,3.91,5.92,4.51,4.51,10.9,7.02,6.59,6.5,16.07,9.79,1.82,1.91,5.05,8.14,2.68,0.962,dup
15061,15059,0.92,3.68,2.41,3.24,3.55,10.57,3.55,1.49,0.0,4.27,2.97,2.89,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.917,dup
15061,15003,0.92,3.68,2.41,3.24,3.55,10.57,3.55,1.49,0.0,4.27,2.97,2.89,0.45,8.98,5.41,5.68,3.65,13.72,8.83,2.75,1.2,5.61,6.36,3.02,0.956,dup
15059,15003,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.45,8.98,5.41,5.68,3.65,13.72,8.83,2.75,1.2,5.61,6.36,3.02,0.968,dup
15042,15041,0.0,3.12,1.08,1.15,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.12,1.08,1.15,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,1.0,dup
15042,4990,0.0,3.12,1.08,1.15,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.44,3.44,1.44,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.787,dup
15041,4990,0.0,3.12,1.08,1.15,0.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,1.44,3.44,1.44,3.89,0.0,0.0,0.0,0.0,0.0,0.0,0.787,dup
15032,15031,0.66,6.73,4.94,4.34,2.95,11.46,5.94,2.03,1.03,3.0,4.61,1.04,0.33,6.2,3.29,3.25,2.21,7.42,3.25,1.69,0.88,1.69,2.39,0.88,0.985,dup
15032,15022,0.66,6.73,4.94,4.34,2.95,11.46,5.94,2.03,1.03,3.0,4.61,1.04,0.37,6.01,2.96,2.91,2.37,7.36,2.91,1.79,0.95,1.79,2.57,0.95,0.984,dup
15031,15022,0.33,6.2,3.29,3.25,2.21,7.42,3.25,1.69,0.88,1.69,2.39,0.88,0.37,6.01,2.96,2.91,2.37,7.36,2.91,1.79,0.95,1.79,2.57,0.95,0.999,dup
15027,14466,0.0,2.79,1.39,1.39,0.0,3.88,1.86,0.0,1.39,1.39,1.39,0.0,1.14,8.78,3.46,4.4,2.83,10.27,3.83,2.75,1.28,2.83,6.52,2.11,0.932,dup
14958,3902,0.0,3.2,0.92,1.93,0.92,2.4,2.19,0.0,2.29,0.0,2.0,0.0,0.0,4.25,1.74,2.97,0.92,4.1,3.02,0.0,2.51,0.0,2.02,0.0,0.985,dup
14907,4706,1.22,6.98,6.54,3.45,5.2,10.14,2.91,2.11,2.11,4.92,6.84,3.43,1.08,10.21,3.97,5.5,4.46,11.12,9.03,4.26,4.66,3.22,6.54,3.8,0.925,dup
14876,12605,0.0,6.58,1.67,3.46,0.63,8.87,4.17,0.95,0.0,3.04,3.64,0.25,0.0,5.08,3.78,2.22,0.29,9.98,5.39,1.85,0.0,0.67,5.1,0.29,0.951,dup
14876,12592,0.0,6.58,1.67,3.46,0.63,8.87,4.17,0.95,0.0,3.04,3.64,0.25,0.35,8.85,3.97,3.31,1.89,8.03,5.2,1.98,2.48,3.86,4.53,2.29,0.951,dup
14876,12094,0.0,6.58,1.67,3.46,0.63,8.87,4.17,0.95,0.0,3.04,3.64,0.25,1.05,9.82,4.79,6.19,2.88,12.18,7.39,0.87,1.14,4.31,4.93,1.0,0.981,dup
14876,11838,0.0,6.58,1.67,3.46,0.63,8.87,4.17,0.95,0.0,3.04,3.64,0.25,0.77,8.44,5.15,6.85,4.03,12.34,7.42,1.84,2.99,5.02,7.09,2.86,0.954,dup
14876,11385,0.0,6.58,1.67,3.46,0.63,8.87,4.17,0.95,0.0,3.04,3.64,0.25,0.43,8.04,5.76,2.92,4.4,9.81,7.65,4.22,5.22,4.49,7.94,3.49,0.883,dup
14876,10087,0.0,6.58,1.67,3.46,0.63,8.87,4.17,0.95,0.0,3.04,3.64,0.25,0.0,4.03,3.21,3.44,2.34,6.28,5.09,0.25,0.0,1.74,1.93,1.06,0.935,dup
14876,9392,0.0,6.58,1.67,3.46,0.63,8.87,4.17,0.95,0.0,3.04,3.64,0.25,0.0,9.01,2.57,2.7,1.88,6.0,5.05,1.25,1.36,2.2,3.1,0.87,0.941,dup
14858,14857,1.48,4.31,1.79,1.79,1.79,5.08,2.66,1.79,2.35,1.79,3.44,1.79,1.48,4.31,1.79,1.79,1.79,5.08,2.66,1.79,2.35,1.79,3.44,1.79,1.0,dup
14830,14829,1.78,3.48,3.92,4.65,2.64,4.31,5.43,0.55,5.05,0.55,0.55,1.63,1.47,3.17,3.94,4.36,2.65,4.01,5.14,0.55,5.07,0.55,0.55,1.65,0.999,dup
14830,14828,1.78,3.48,3.92,4.65,2.64,4.31,5.43,0.55,5.05,0.55,0.55,1.63,1.47,3.17,3.94,4.36,2.65,4.01,5.14,0.55,5.07,0.55,0.55,1.65,0.999,dup
14830,14827,1.78,3.48,3.92,4.65,2.64,4.31,5.43,0.55,5.05,0.55,0.55,1.63,1.47,3.17,3.94,4.36,2.65,4.01,5.14,0.55,5.07,0.55,0.55,1.65,0.999,dup
14829,14828,1.47,3.17,3.94,4.36,2.65,4.01,5.14,0.55,5.07,0.55,0.55,1.65,1.47,3.17,3.94,4.36,2.65,4.01,5.14,0.55,5.07,0.55,0.55,1.65,1.0,dup
14829,14827,1.47,3.17,3.94,4.36,2.65,4.01,5.14,0.55,5.07,0.55,0.55,1.65,1.47,3.17,3.94,4.36,2.65,4.01,5.14,0.55,5.07,0.55,0.55,1.65,1.0,dup
14828,14827,1.47,3.17,3.94,4.36,2.65,4.01,5.14,0.55,5.07,0.55,0.55,1.65,1.47,3.17,3.94,4.36,2.65,4.01,5.14,0.55,5.07,0.55,0.55,1.65,1.0,dup
14824,14823,0.91,7.48,4.74,3.89,4.07,10.38,5.88,2.23,0.35,2.09,5.42,0.5,0.91,7.48,4.74,3.89,4.07,10.38,5.88,2.23,0.35,2.09,5.42,0.5,1.0,dup
14820,14819,0.66,4.65,4.29,4.41,4.16,9.58,6.1,2.66,1.89,3.7,4.41,1.47,0.66,4.65,4.29,4.41,4.16,9.58,6.1,2.66,1.89,3.7,4.41,1.47,1.0,dup
14758,7403,1.08,3.2,3.62,1.49,1.49,6.11,5.17,0.99,2.27,1.49,2.98,2.2,0.38,7.1,5.31,2.78,3.5,6.9,3.95,2.07,1.89,2.34,4.26,1.41,0.933,dup
14758,5807,1.08,3.2,3.62,1.49,1.49,6.11,5.17,0.99,2.27,1.49,2.98,2.2,0.47,5.93,6.33,4.2,2.39,6.36,5.15,2.88,4.31,4.45,7.36,1.56,0.923,dup
14754,11308,1.27,9.57,7.22,7.5,5.61,14.45,8.67,3.89,4.18,4.58,6.55,3.49,0.0,2.31,2.07,3.1,0.0,8.53,2.47,0.88,1.99,1.65,0.88,0.88,0.901,dup
14741,5484,0.73,5.31,5.39,2.2,2.27,7.05,5.9,0.93,0.46,1.66,2.69,0.47,2.04,8.13,9.02,3.5,3.5,6.6,7.17,2.47,1.82,3.73,3.42,2.26,0.963,dup
14740,14738,0.0,6.09,4.27,3.42,2.57,11.24,3.25,1.46,1.8,3.28,5.22,3.01,0.0,5.56,3.74,3.42,2.57,9.75,2.72,1.46,1.8,3.28,5.22,2.48,0.998,dup
14723,14722,0.0,1.19,0.0,0.0,0.0,3.65,1.19,0.0,0.0,0.0,0.92,0.0,0.0,1.19,0.0,0.0,0.0,3.65,1.19,0.0,0.0,0.0,0.92,0.0,1.0,dup
14712,14711,0.0,1.95,0.0,1.48,0.0,5.56,1.28,0.0,0.0,1.28,0.0,0.0,0.0,1.95,0.0,1.48,0.0,5.56,1.28,0.0,0.0,1.28,0.0,0.0,1.0,dup
14701,13741,0.81,10.38,3.89,7.05,3.2,7.44,4.7,1.63,3.97,4.18,3.18,1.07,1.49,10.09,5.33,5.7,6.56,8.39,8.2,4.11,4.94,6.56,4.77,3.69,0.954,dup
14687,13715,0.0,4.24,2.91,2.25,0.95,5.73,2.96,1.5,0.83,0.95,2.81,0.91,0.6,8.4,3.39,4.24,3.14,6.45,4.98,2.61,2.96,2.61,6.53,3.2,0.947,dup
14653,14652,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,1.0,dup
14653,14651,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,1.0,dup
14653,14650,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,1.0,dup
14652,14651,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,1.0,dup
14652,14650,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,1.0,dup
14651,14650,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,0.0,3.4,0.75,0.75,2.75,5.23,3.48,0.75,0.52,0.75,1.87,0.75,1.0,dup
14642,1291,0.38,7.71,4.9,3.66,4.45,9.37,6.08,2.6,2.77,6.94,6.27,1.19,0.0,0.28,1.41,0.28,0.28,5.0,1.29,0.28,0.0,1.41,1.29,0.28,0.8,dup
14642,1180,0.38,7.71,4.9,3.66,4.45,9.37,6.08,2.6,2.77,6.94,6.27,1.19,0.99,7.13,4.93,2.52,4.58,8.32,6.74,0.77,3.19,3.84,4.49,1.32,0.976,dup
14630,14629,0.0,8.26,3.27,3.46,1.41,7.57,5.01,0.27,0.5,1.47,3.75,1.11,0.0,8.26,3.27,3.46,1.41,7.57,5.01,0.27,0.5,1.47,3.75,1.11,1.0,dup
14602,7890,0.6,7.46,4.8,3.53,2.59,7.05,4.68,1.84,2.74,2.3,5.34,2.58,1.9,9.27,4.9,5.26,4.42,9.66,6.34,2.77,4.39,3.03,6.79,3.75,0.992,dup
14598,13955,1.19,5.69,4.83,4.27,3.98,7.88,7.38,2.59,1.31,4.08,5.33,1.85,1.7,9.31,9.51,4.77,5.8,9.66,8.26,3.12,2.27,5.11,7.06,3.22,0.982,dup
14555,14252,0.32,7.47,5.97,4.34,2.98,12.92,8.61,2.08,2.34,4.99,5.8,2.29,0.0,7.48,3.81,2.65,4.21,6.43,5.72,1.09,1.67,1.87,4.2,0.73,0.951,dup
14547,724,1.36,6.32,3.91,4.22,4.38,7.23,5.76,1.62,1.34,3.29,3.85,2.49,0.0,2.69,1.62,0.51,1.62,1.01,1.58,0.0,0.51,0.51,0.51,0.51,0.893,dup
14543,14339,1.63,10.51,5.34,6.1,4.44,12.16,7.79,0.92,4.9,6.8,6.98,2.58,1.62,7.06,3.26,3.24,1.76,9.34,5.7,0.82,2.19,2.96,3.82,1.2,0.981,dup
14518,14516,0.38,6.89,6.76,2.85,2.52,11.51,5.0,1.01,0.38,3.77,3.08,0.75,0.38,6.89,6.76,2.85,2.52,11.51,5.0,1.01,0.38,3.77,3.08,0.75,1.0,dup
14508,14507,0.0,2.4,3.31,1.33,1.72,5.58,1.33,1.33,3.16,2.24,1.33,3.16,0.0,2.4,3.31,1.33,1.72,5.58,1.33,1.33,3.16,2.24,1.33,3.16,1.0,dup
14477,14476,0.0,4.35,3.58,3.48,1.95,9.72,7.77,1.95,0.0,2.77,1.93,0.32,0.0,4.35,3.58,3.48,1.95,9.72,7.77,1.95,0.0,2.77,1.93,0.32,1.0,dup
14464,9499,1.25,13.06,10.03,9.11,7.42,16.98,11.59,5.63,6.7,5.61,9.05,4.24,0.51,6.78,3.57,6.08,1.87,6.22,5.09,1.35,2.42,1.8,3.47,0.82,0.967,dup
14461,14013,3.81,17.4,10.51,14.19,9.63,18.81,15.17,6.7,7.71,7.21,11.99,5.28,1.18,8.88,5.13,7.56,4.56,11.91,10.33,2.84,3.53,3.84,2.64,1.36,0.971,dup
14432,14331,0.69,4.77,6.07,2.72,3.61,5.64,2.72,2.83,1.72,4.0,1.72,2.72,1.17,10.42,7.16,5.47,3.87,13.12,8.23,2.16,2.47,3.68,3.63,4.07,0.934,dup
14399,14398,0.78,3.41,2.35,1.44,2.35,3.67,3.83,1.44,1.44,1.44,1.44,1.44,0.76,6.45,4.35,3.74,4.41,9.02,7.11,3.28,3.75,4.22,6.02,2.88,0.974,dup
14385,13080,0.0,0.81,2.32,2.59,0.0,2.32,0.0,0.0,1.79,0.81,0.0,0.0,1.04,5.61,5.91,5.62,4.12,7.25,6.68,4.63,1.77,5.9,5.86,3.75,0.685,dup
14302,14033,0.0,7.85,6.68,1.24,1.59,5.35,2.97,1.23,0.95,2.0,4.73,2.92,0.8,5.79,3.31,2.33,2.57,6.21,2.89,1.36,1.53,3.51,4.72,1.98,0.938,dup
14283,13380,0.0,5.48,3.72,0.0,1.09,6.57,7.19,2.15,2.12,4.14,5.54,2.15,1.96,7.93,5.0,4.26,2.64,8.63,7.06,2.57,1.6,1.73,3.73,1.73,0.912,dup
14283,12175,0.0,5.48,3.72,0.0,1.09,6.57,7.19,2.15,2.12,4.14,5.54,2.15,0.0,6.52,4.17,0.0,0.0,3.91,2.17,1.08,0.0,3.13,2.82,1.61,0.888,dup
14283,10524,0.0,5.48,3.72,0.0,1.09,6.57,7.19,2.15,2.12,4.14,5.54,2.15,0.0,2.48,2.8,2.26,0.77,7.8,4.02,1.51,1.0,3.05,2.93,2.15,0.916,dup
14283,9010,0.0,5.48,3.72,0.0,1.09,6.57,7.19,2.15,2.12,4.14,5.54,2.15,0.62,4.97,6.71,2.76,2.78,8.8,5.16,2.08,1.56,4.4,5.08,2.57,0.938,dup
14283,8769,0.0,5.48,3.72,0.0,1.09,6.57,7.19,2.15,2.12,4.14,5.54,2.15,0.0,2.25,2.86,0.95,0.95,4.15,0.95,0.95,0.96,2.86,2.25,0.95,0.89,dup
14226,14225,0.0,4.64,0.78,1.75,0.0,3.92,2.73,0.0,0.0,3.26,1.77,0.0,0.0,4.64,0.78,1.75,0.0,3.92,2.73,0.0,0.0,3.26,1.77,0.0,1.0,dup
14222,10880,1.39,7.92,2.73,2.78,2.73,10.82,4.6,3.36,2.11,2.07,4.47,0.64,0.0,7.38,4.68,3.27,3.27,7.15,5.25,1.51,0.93,1.5,2.44,1.97,0.944,dup
14204,14203,1.59,4.37,1.33,2.69,1.32,3.18,2.25,1.02,0.85,2.62,1.63,1.68,1.5,4.68,1.91,3.26,1.42,3.15,2.51,1.07,0.76,2.64,1.86,1.79,0.996,dup
14198,13142,0.52,5.97,4.75,4.11,1.34,4.87,6.53,2.17,2.11,3.79,3.58,1.61,0.9,5.48,2.94,2.32,1.85,9.58,8.19,3.09,2.91,3.84,5.37,1.44,0.937,dup
14198,11048,0.52,5.97,4.75,4.11,1.34,4.87,6.53,2.17,2.11,3.79,3.58,1.61,0.0,4.84,0.0,1.97,0.0,1.08,2.39,2.57,1.08,1.49,1.08,1.08,0.836,dup
14198,11045,0.52,5.97,4.75,4.11,1.34,4.87,6.53,2.17,2.11,3.79,3.58,1.61,2.35,10.7,6.49,6.62,5.86,13.28,9.56,4.63,3.93,6.17,7.28,3.69,0.964,dup
14198,9540,0.52,5.97,4.75,4.11,1.34,4.87,6.53,2.17,2.11,3.79,3.58,1.61,2.26,6.0,6.67,4.35,2.69,5.61,7.57,3.83,2.31,4.45,4.28,1.21,0.983,dup
14198,9027,0.52,5.97,4.75,4.11,1.34,4.87,6.53,2.17,2.11,3.79,3.58,1.61,1.22,6.72,3.65,4.05,3.22,7.98,5.85,2.01,2.25,3.26,3.01,1.78,0.962,dup
14198,4991,0.52,5.97,4.75,4.11,1.34,4.87,6.53,2.17,2.11,3.79,3.58,1.61,0.98,4.11,2.44,2.2,2.44,5.58,5.52,3.31,2.01,3.92,4.8,2.2,0.948,dup
14166,1389,0.0,2.92,2.34,2.14,0.0,5.88,2.92,0.0,0.0,0.0,2.6,0.0,0.0,1.65,1.65,1.65,1.65,4.34,1.65,0.0,1.65,1.65,1.65,0.72,0.883,dup
14159,14046,0.0,1.9,0.0,0.0,0.0,0.7,1.2,0.0,0.0,0.7,1.9,0.0,0.0,0.72,0.0,0.0,0.0,1.7,0.98,0.0,0.0,0.72,0.72,0.0,0.777,dup
14158,14157,1.56,9.11,7.05,5.4,4.48,12.76,8.75,1.82,3.33,5.46,8.48,2.54,1.56,9.23,7.05,5.53,4.48,13.17,8.87,1.82,3.33,5.86,8.48,2.54,1.0,dup
14116,11446,0.0,3.35,1.25,1.25,1.25,2.13,1.25,1.25,0.0,0.0,1.25,1.25,0.0,4.88,3.88,3.88,2.64,4.88,4.29,2.04,0.0,1.78,2.64,2.04,0.939,dup
14116,7102,0.0,3.35,1.25,1.25,1.25,2.13,1.25,1.25,0.0,0.0,1.25,1.25,0.0,2.2,1.59,0.0,0.0,2.2,1.59,0.0,0.0,0.6,2.2,0.6,0.839,dup
14111,14110,1.57,6.27,5.4,4.32,2.34,6.28,6.27,0.77,3.88,3.23,3.88,0.77,1.57,6.27,5.4,4.32,2.34,6.28,6.27,0.77,3.88,3.23,3.88,0.77,1.0,dup
14104,14064,1.67,10.05,6.59,4.93,7.94,12.87,11.43,3.5,2.14,4.18,4.79,1.26,1.91,6.33,5.06,4.21,1.68,11.21,6.1,1.99,1.69,4.66,4.55,0.92,0.95,dup
14104,914,1.67,10.05,6.59,4.93,7.94,12.87,11.43,3.5,2.14,4.18,4.79,1.26,0.0,8.43,4.71,3.22,2.91,7.31,7.24,1.08,2.33,1.81,2.99,1.81,0.969,dup
14097,14096,3.98,13.09,8.38,8.3,5.45,16.18,6.8,4.61,2.05,7.02,7.64,4.17,3.98,13.09,8.38,8.3,5.45,16.18,6.8,4.61,2.05,7.02,7.64,4.17,1.0,dup
14076,14075,0.0,2.04,1.51,2.48,2.04,2.04,4.22,0.76,1.28,2.79,1.51,0.0,0.0,2.04,1.51,2.48,2.04,2.04,4.22,0.76,1.28,2.79,1.51,0.0,1.0,dup
14069,14068,0.86,2.37,3.97,0.33,1.19,5.61,3.97,0.0,0.33,4.01,2.37,1.12,0.86,2.37,3.97,0.33,1.19,5.61,3.97,0.0,0.33,4.01,2.37,1.12,1.0,dup
14064,914,1.91,6.33,5.06,4.21,1.68,11.21,6.1,1.99,1.69,4.66,4.55,0.92,0.0,8.43,4.71,3.22,2.91,7.31,7.24,1.08,2.33,1.81,2.99,1.81,0.933,dup
13992,13225,0.0,5.9,2.68,4.37,3.83,8.0,6.23,1.8,3.5,3.65,5.22,1.32,1.63,8.43,2.91,5.39,2.35,4.71,3.85,1.02,2.44,1.58,1.9,1.33,0.899,dup
13988,3492,2.43,9.29,4.6,7.69,2.32,10.96,8.01,0.56,2.08,1.92,5.28,1.83,1.03,10.67,6.78,7.35,2.61,10.8,9.82,3.35,1.73,2.18,7.07,1.89,0.981,dup
13853,13852,0.0,4.86,3.5,0.46,1.89,5.53,3.96,0.46,2.69,3.08,3.5,1.97,0.0,4.86,3.5,0.46,1.89,5.53,3.96,0.46,2.69,3.08,3.5,1.97,1.0,dup
13809,13808,0.0,2.06,2.46,2.78,0.56,5.4,2.46,1.36,0.56,0.56,2.12,0.56,0.0,2.06,2.46,2.78,0.56,5.4,2.46,1.36,0.56,0.56,2.12,0.56,1.0,dup
13790,13789,0.91,5.3,0.91,4.16,2.35,5.3,4.16,0.0,0.91,2.35,3.49,0.91,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.921,dup
13763,13762,0.0,4.06,2.03,0.39,0.76,3.64,1.25,1.01,0.15,2.88,1.18,1.01,0.0,4.06,2.03,0.39,0.76,3.64,1.25,1.01,0.15,2.88,1.18,1.01,1.0,dup
13739,13738,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,1.0,dup
13739,12530,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,0.0,5.47,3.57,4.0,2.28,9.13,3.94,0.59,1.68,2.76,2.61,0.94,0.957,dup
13739,11907,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,0.0,6.93,5.4,2.96,1.74,9.1,5.22,1.55,1.11,1.83,1.83,0.92,0.958,dup
13739,11688,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,0.0,2.26,1.92,2.85,1.33,3.07,2.85,0.0,0.0,1.92,0.59,0.0,0.889,dup
13739,7798,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,0.9,7.25,6.3,4.71,3.45,9.85,7.64,1.73,3.43,5.77,6.13,2.14,0.979,dup
13739,6574,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,0.0,9.46,6.36,7.56,3.68,11.37,6.83,2.43,1.32,6.1,6.96,3.61,0.974,dup
13739,5669,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,1.55,8.43,5.65,5.68,2.65,8.36,7.88,0.99,1.74,4.7,6.19,1.5,0.98,dup
13738,12530,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,0.0,5.47,3.57,4.0,2.28,9.13,3.94,0.59,1.68,2.76,2.61,0.94,0.957,dup
13738,11907,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,0.0,6.93,5.4,2.96,1.74,9.1,5.22,1.55,1.11,1.83,1.83,0.92,0.958,dup
13738,11688,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,0.0,2.26,1.92,2.85,1.33,3.07,2.85,0.0,0.0,1.92,0.59,0.0,0.889,dup
13738,7798,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,0.9,7.25,6.3,4.71,3.45,9.85,7.64,1.73,3.43,5.77,6.13,2.14,0.979,dup
13738,6574,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,0.0,9.46,6.36,7.56,3.68,11.37,6.83,2.43,1.32,6.1,6.96,3.61,0.974,dup
13738,5669,0.99,10.15,5.46,3.8,2.85,10.12,7.38,1.66,2.85,3.89,6.11,3.42,1.55,8.43,5.65,5.68,2.65,8.36,7.88,0.99,1.74,4.7,6.19,1.5,0.98,dup
13728,13016,1.86,4.22,2.74,4.02,3.03,12.89,6.49,0.65,0.57,0.92,3.78,0.57,0.55,4.39,4.25,2.05,1.34,9.33,6.56,1.5,0.8,1.34,3.09,0.26,0.965,dup
13728,5487,1.86,4.22,2.74,4.02,3.03,12.89,6.49,0.65,0.57,0.92,3.78,0.57,1.82,6.5,6.74,5.57,5.57,8.69,8.17,1.96,1.96,3.62,5.54,2.7,0.897,dup
13723,13173,0.88,3.23,3.23,0.88,3.73,6.14,2.75,0.0,2.75,0.88,1.96,0.88,0.9,6.56,5.72,3.09,5.25,12.71,5.25,1.86,2.17,4.29,6.5,1.54,0.952,dup
13645,13530,0.0,8.25,1.47,3.82,1.28,6.45,4.17,1.11,1.53,0.79,1.76,0.49,0.18,8.45,2.0,3.09,1.2,4.87,3.02,0.48,2.62,1.78,2.89,1.03,0.971,dup
13611,13610,0.8,2.37,1.03,1.03,1.03,1.54,3.09,1.03,0.8,1.54,1.03,1.03,0.8,2.37,1.03,1.03,1.03,1.54,3.09,1.03,0.8,1.54,1.03,1.03,1.0,dup
13608,10001,0.39,6.86,3.66,5.36,4.7,9.46,5.36,1.78,1.88,3.71,3.19,1.81,0.0,8.6,3.31,2.95,2.05,4.33,2.93,0.0,2.39,2.23,3.29,1.41,0.905,dup
13605,13604,1.46,5.78,2.57,3.72,3.73,9.82,3.52,2.74,1.82,4.09,6.64,1.35,1.52,6.12,2.72,3.92,3.47,9.44,3.25,2.91,1.91,4.29,7.03,1.4,0.999,dup
13564,12878,2.51,18.75,10.5,12.09,6.52,23.9,18.26,5.07,4.75,6.67,7.88,7.68,0.0,4.95,0.54,2.94,0.0,4.52,4.16,0.0,1.32,0.79,0.0,0.0,0.912,dup
13564,4662,2.51,18.75,10.5,12.09,6.52,23.9,18.26,5.07,4.75,6.67,7.88,7.68,0.0,3.58,1.5,1.5,1.5,1.5,3.58,0.0,1.5,1.5,1.5,1.5,0.907,dup
13564,4630,2.51,18.75,10.5,12.09,6.52,23.9,18.26,5.07,4.75,6.67,7.88,7.68,0.0,3.07,0.0,1.51,0.0,1.7,4.07,0.0,0.0,1.7,1.01,0.0,0.842,dup
13564,1128,2.51,18.75,10.5,12.09,6.52,23.9,18.26,5.07,4.75,6.67,7.88,7.68,0.0,4.44,0.0,1.89,0.0,2.31,4.86,0.0,0.0,0.98,0.0,0.0,0.835,dup
13520,13519,0.0,1.04,1.04,1.04,1.04,2.05,1.04,0.0,0.0,1.04,2.05,0.0,0.0,1.04,1.04,1.04,1.04,2.05,1.04,0.0,0.0,1.04,2.05,0.0,1.0,dup
13443,11572,1.58,7.62,3.6,3.64,3.59,10.19,6.22,1.98,2.59,4.15,4.14,2.08,0.0,3.17,3.19,3.91,4.22,7.07,4.47,1.0,1.0,2.59,3.47,0.0,0.949,dup
13443,6914,1.58,7.62,3.6,3.64,3.59,10.19,6.22,1.98,2.59,4.15,4.14,2.08,2.06,7.22,7.05,5.56,5.27,11.68,7.17,4.74,3.33,5.56,8.54,4.24,0.966,dup
13443,2957,1.58,7.62,3.6,3.64,3.59,10.19,6.22,1.98,2.59,4.15,4.14,2.08,2.39,2.1,4.34,4.34,3.48,4.21,3.77,1.53,1.53,2.1,3.48,1.53,0.891,dup
