Bug 1,Bug 2,Ch 11,Ch 21,Ch 31,Ch 41,Ch 51,Ch 61,Ch 71,Ch 81,Ch 91,Ch 101,Ch 111,Ch 121,Ch 12,Ch 22,Ch 32,Ch 42,Ch 52,Ch 62,Ch 72,Ch 82,Ch 92,Ch 102,Ch 112,Ch 122,cosine_similarity,class
29686,29685,0.78,3.94,3.94,3.3,1.55,5.29,3.94,1.55,1.55,3.3,3.94,2.19,1.69,7.28,4.13,3.78,4.78,9.17,6.06,1.21,2.02,2.13,4.75,1.21,0.947,non
709,708,0.0,5.23,2.44,1.99,1.62,2.44,3.71,1.62,1.97,2.46,1.62,1.62,0.98,4.77,2.89,2.03,2.12,4.02,2.5,1.03,0.0,1.27,2.5,0.29,0.908,non
36992,36991,0.0,4.73,2.73,1.83,2.76,4.39,5.21,1.19,2.51,2.76,3.23,1.58,0.0,1.13,2.37,1.13,1.57,3.54,2.68,0.56,1.13,1.13,1.13,1.13,0.93,non
15660,15659,0.0,6.56,5.66,3.35,5.37,11.18,6.3,2.44,3.52,5.29,8.02,0.84,0.86,7.55,4.77,4.19,2.88,7.42,4.44,1.52,3.21,3.08,3.82,2.67,0.948,non
33724,33723,0.0,3.83,5.35,2.19,0.93,5.18,4.17,0.59,1.36,0.93,3.88,0.9,1.7,9.85,5.34,2.39,3.13,9.49,6.24,1.78,5.41,3.18,2.71,2.39,0.905,non
22174,22173,0.75,4.41,4.79,2.83,1.6,3.93,2.61,0.42,0.76,2.2,2.43,1.45,1.75,9.88,7.11,3.61,3.43,13.97,8.57,2.29,2.43,4.71,6.47,3.64,0.944,non
37366,37365,0.0,9.6,7.16,7.02,5.34,11.95,8.72,4.2,1.92,7.44,7.23,3.4,1.33,11.1,6.74,4.92,7.64,8.93,8.36,3.64,4.02,6.2,6.14,3.54,0.974,non
11284,11283,2.05,6.51,3.99,3.9,2.97,12.8,7.64,2.68,3.69,5.3,5.82,3.22,0.88,10.23,7.19,4.36,5.51,10.37,6.48,3.56,4.24,4.34,7.4,4.32,0.952,non
362,361,0.87,7.23,6.18,2.9,4.94,8.81,7.33,1.88,1.93,5.91,5.55,2.61,0.0,6.08,3.57,3.57,1.6,6.81,5.23,1.98,2.82,2.44,5.23,1.98,0.958,non
21123,21122,0.83,7.64,4.17,5.22,4.14,7.64,5.55,0.97,1.26,5.78,4.63,2.5,1.37,8.56,5.7,4.56,5.09,10.76,7.82,2.78,3.8,6.25,6.95,3.17,0.981,non
13621,13620,0.0,4.11,2.58,0.61,2.59,4.57,3.78,1.47,1.61,2.63,3.7,1.39,0.29,9.17,8.81,6.42,4.22,10.89,8.47,2.47,3.03,5.34,5.24,1.5,0.947,non
23765,23764,1.26,6.27,4.29,4.46,3.42,11.67,5.47,1.96,1.47,3.98,5.78,3.74,0.5,6.73,4.73,3.63,4.22,10.07,7.31,2.22,2.64,3.06,4.69,1.89,0.977,non
6382,6381,0.11,6.38,2.08,2.5,1.42,4.57,2.67,2.12,2.04,2.0,3.12,1.29,0.9,4.13,3.91,1.78,1.41,4.78,3.24,3.24,1.89,4.67,4.89,5.13,0.88,non
29264,29263,3.64,12.25,8.63,10.17,7.6,17.26,11.82,4.79,4.02,3.73,9.0,5.47,0.86,6.82,1.75,2.3,0.86,14.37,4.69,2.71,2.22,0.62,6.59,1.48,0.899,non
29731,29730,0.0,7.5,3.54,2.1,3.9,7.45,6.09,2.08,1.52,1.04,2.62,0.0,0.35,7.66,4.53,3.77,2.93,9.63,7.26,2.35,2.4,3.91,7.91,0.8,0.943,non
12744,12743,1.06,8.42,6.79,6.26,5.1,10.3,6.84,3.26,2.74,7.08,7.67,2.67,1.15,6.3,5.34,3.0,3.44,8.59,6.47,2.04,3.47,4.3,6.38,2.75,0.983,non
32594,32593,0.0,2.9,0.77,0.77,0.77,2.37,1.87,0.77,1.87,1.27,0.77,0.77,1.16,11.4,5.09,2.74,6.32,14.99,10.56,2.81,2.61,4.85,6.94,1.32,0.926,non
19026,19025,0.0,8.21,3.76,3.52,4.91,13.23,7.69,4.63,3.99,6.44,8.25,1.78,1.34,3.6,4.85,5.49,5.45,14.28,7.49,0.88,2.73,4.93,7.77,2.13,0.951,non
6737,6736,0.0,5.24,3.98,3.0,1.74,7.85,7.86,1.23,1.21,2.5,4.31,0.0,0.0,3.96,1.04,1.25,0.73,4.12,5.08,1.57,3.19,2.38,3.65,0.0,0.934,non
28798,28797,0.0,10.39,8.02,4.54,3.38,7.91,5.89,1.99,4.2,6.85,6.54,2.5,1.71,6.78,7.19,3.89,3.89,8.93,5.72,5.84,2.41,5.38,7.85,3.9,0.948,non
20307,20306,0.61,7.5,2.67,2.12,2.88,10.69,5.71,1.51,0.71,2.12,4.56,1.1,1.5,10.56,6.42,5.73,5.75,11.2,5.5,1.6,4.27,5.1,6.19,2.44,0.943,non
30310,30309,1.09,6.68,5.49,2.6,3.19,6.49,3.98,2.31,2.53,4.94,3.89,1.94,0.71,3.58,3.68,3.75,1.58,5.79,2.32,0.29,0.29,5.71,2.86,0.75,0.931,non
35464,35463,1.3,8.51,4.88,3.34,4.56,9.4,6.95,2.51,2.38,3.56,6.22,2.1,0.6,5.72,3.92,4.46,3.35,5.61,4.22,1.95,1.3,1.79,5.78,1.05,0.973,non
5313,5312,0.96,8.58,5.39,6.65,5.54,15.32,9.04,1.9,3.38,5.45,4.55,1.82,0.0,9.8,3.94,4.96,4.09,11.8,6.63,1.24,2.03,4.73,4.43,2.59,0.984,non
29375,29374,0.0,0.5,2.27,0.0,0.0,0.5,0.0,0.0,1.76,0.0,0.5,0.5,0.83,5.39,5.34,3.35,2.96,11.05,8.83,3.25,3.82,3.66,8.44,2.23,0.537,non
31843,31842,1.51,7.42,5.58,5.26,5.44,9.41,5.47,3.27,1.63,5.43,6.31,3.18,1.2,9.91,6.36,6.89,7.24,11.85,8.86,2.32,5.09,6.37,5.89,2.01,0.977,non
22595,22594,0.13,4.57,3.09,1.73,1.56,5.3,2.52,0.92,1.92,1.47,3.57,1.12,0.37,4.93,4.64,4.1,2.96,3.88,3.9,2.95,2.02,3.28,3.56,0.7,0.926,non
27234,27233,0.0,4.63,3.24,2.55,3.32,6.82,6.08,1.68,2.63,2.94,4.59,1.36,0.81,9.96,4.63,2.9,5.34,8.59,7.63,0.88,3.28,2.63,7.15,3.46,0.969,non
37609,37608,0.0,0.72,0.72,0.72,0.72,2.28,0.72,0.72,0.72,1.3,3.35,0.72,1.11,7.1,4.83,5.23,4.49,10.68,6.99,2.38,2.29,5.2,7.37,2.77,0.883,non
33762,33761,0.0,6.45,2.04,5.61,3.93,9.24,7.25,2.04,1.21,3.78,4.58,1.21,0.0,2.72,1.38,0.69,1.54,5.96,2.71,0.0,0.69,1.11,2.71,0.0,0.926,non
17363,17362,2.5,7.87,5.11,4.02,7.16,8.92,6.58,1.99,3.77,6.18,5.55,0.96,0.0,4.71,4.99,1.82,3.09,6.15,1.82,0.0,1.82,1.24,1.82,2.08,0.901,non
37146,37145,3.36,7.38,10.5,6.53,7.51,13.87,10.25,3.25,4.92,6.51,10.26,4.81,2.23,8.25,7.17,5.56,5.08,11.02,6.28,2.12,2.73,5.89,6.71,5.02,0.982,non
14956,14955,0.19,3.54,3.36,2.5,2.73,3.51,2.77,1.69,2.07,1.22,2.89,1.08,0.0,7.17,6.36,3.94,2.19,12.03,5.2,1.6,4.33,4.97,8.11,3.28,0.934,non
31213,31212,0.0,1.24,0.41,0.41,0.41,2.73,0.61,0.55,1.39,1.48,1.25,0.66,0.83,2.31,5.65,1.86,1.52,3.01,3.78,1.09,1.8,1.86,2.56,2.31,0.736,non
8369,8368,1.27,11.97,4.95,6.51,3.31,12.46,7.72,2.32,4.62,5.96,9.51,2.92,0.0,6.23,5.37,1.69,3.55,6.18,4.37,0.89,1.21,0.89,0.0,0.89,0.851,non
23526,23525,0.0,7.42,3.81,2.11,3.37,8.05,5.13,1.32,2.26,5.45,3.94,2.49,0.15,3.62,1.87,1.67,1.42,3.83,1.84,1.19,1.6,0.8,3.47,0.79,0.933,non
14394,14393,0.9,4.33,2.55,2.55,0.9,6.57,3.16,0.0,0.0,0.9,2.21,0.0,1.76,5.87,3.14,2.77,4.11,10.16,3.61,1.16,2.68,2.76,4.31,0.48,0.948,non
16183,16182,2.21,10.76,6.88,6.56,3.8,11.77,8.1,2.88,3.07,3.25,6.26,2.02,1.98,6.67,4.05,5.61,4.45,9.39,6.09,1.95,2.53,3.06,4.94,1.36,0.987,non
17711,17710,1.11,11.72,6.33,4.58,5.26,12.28,8.52,2.96,1.88,6.1,7.51,2.02,1.3,11.01,7.32,4.99,6.67,10.53,7.95,5.23,4.72,5.78,6.69,3.68,0.979,non
25161,25160,2.1,9.71,4.81,3.45,4.45,11.39,6.71,2.15,3.99,2.43,8.48,1.59,0.0,5.25,3.14,2.54,3.21,7.81,5.9,1.94,2.54,3.01,4.82,1.68,0.977,non
34768,34767,1.15,5.06,5.01,1.15,2.54,5.79,3.39,1.21,0.0,0.0,3.28,0.0,0.0,3.98,4.14,2.46,2.82,7.09,5.7,1.86,1.27,1.5,4.48,1.5,0.939,non
7278,7277,2.05,7.76,3.37,3.37,2.72,8.75,3.37,3.68,1.32,5.72,6.6,2.63,0.0,6.66,3.38,3.47,3.37,6.77,2.69,1.45,0.25,4.8,6.72,0.0,0.963,non
35610,35609,2.72,9.54,5.37,5.48,3.45,10.58,5.79,2.08,2.31,3.47,4.85,2.92,0.0,0.85,0.36,0.36,2.17,4.21,2.89,0.36,0.0,0.36,2.65,0.36,0.805,non
27732,27731,2.5,6.49,7.35,3.69,2.2,6.74,3.43,0.27,1.57,5.24,4.52,1.42,0.0,0.64,0.64,0.0,0.64,0.64,2.92,0.64,0.0,0.64,0.64,0.64,0.612,non
22255,22254,1.78,6.26,2.63,3.4,1.38,6.61,2.95,0.8,1.44,1.17,4.89,0.66,1.56,7.47,4.9,4.61,2.06,5.12,5.01,2.74,2.61,3.6,4.36,2.25,0.935,non
26095,26094,1.28,9.15,6.6,4.17,4.7,10.47,7.55,2.62,2.94,6.0,6.46,2.28,0.78,5.03,2.37,2.43,2.77,4.73,3.41,0.79,1.42,4.52,2.86,1.64,0.979,non
33237,33236,0.0,5.96,4.79,2.78,2.19,4.68,5.13,1.96,2.82,3.14,6.18,1.49,1.23,4.64,1.62,1.62,2.92,8.79,4.81,2.07,2.07,5.19,5.72,1.23,0.906,non
24468,24467,0.31,14.97,7.08,6.47,4.76,13.55,10.82,2.4,1.19,3.65,6.16,2.13,0.37,4.45,2.78,2.02,1.7,3.64,2.69,1.7,1.83,2.55,2.25,1.7,0.949,non
27988,27987,2.39,8.2,3.78,2.33,1.5,9.24,5.21,1.08,0.66,2.9,4.33,1.29,0.51,6.99,5.24,3.72,5.8,8.69,3.61,1.18,1.52,3.64,5.51,2.13,0.934,non
29161,29160,1.13,4.88,6.28,5.48,5.37,6.15,6.17,3.17,2.94,4.26,4.74,4.69,1.34,7.04,4.5,4.78,4.46,7.62,5.54,2.57,1.32,5.61,4.97,2.42,0.961,non
35273,35272,0.0,3.6,5.97,0.27,1.62,10.54,1.91,0.27,0.0,0.27,4.94,1.95,0.0,1.19,1.19,1.19,1.19,2.03,1.19,1.19,1.19,3.93,1.19,1.19,0.592,non
815,814,0.8,3.03,2.63,2.45,1.38,3.01,1.99,0.84,1.09,1.43,1.24,0.94,0.0,1.06,3.1,1.68,0.27,6.13,2.99,1.06,0.95,3.05,1.06,0.27,0.851,non
37375,37374,1.62,4.25,3.22,2.68,4.46,10.35,4.2,3.67,1.62,3.96,4.1,1.62,0.0,8.05,4.33,4.27,2.95,5.16,4.03,3.75,1.07,1.5,4.33,1.36,0.871,non
11053,11052,0.0,5.73,2.58,1.74,0.0,5.23,4.22,0.0,1.92,1.16,2.15,0.0,4.49,7.78,4.15,3.69,3.36,7.16,7.98,0.87,1.61,3.2,2.5,0.87,0.914,non
6148,6147,0.0,5.93,3.01,1.78,2.89,7.16,3.29,1.05,1.99,3.28,1.46,0.39,0.53,1.46,1.46,0.53,2.01,5.76,2.94,0.93,0.53,1.46,2.67,1.72,0.88,non
31368,31367,0.0,1.45,0.33,0.33,0.33,1.41,0.7,0.33,0.0,0.33,0.33,0.33,0.0,3.31,1.63,1.31,2.41,6.46,5.14,0.81,0.53,2.99,3.33,0.81,0.899,non
14119,14118,3.15,8.53,6.0,6.15,5.96,13.74,12.26,2.18,2.93,4.51,6.23,2.53,0.47,3.58,1.47,3.58,2.26,8.08,1.47,0.99,0.47,1.79,1.47,1.79,0.889,non
21144,21143,1.64,6.71,5.99,3.82,4.34,11.33,6.64,2.9,3.28,6.7,6.69,2.35,0.59,9.56,6.03,2.17,2.89,10.0,8.48,1.41,3.07,3.47,6.61,3.87,0.957,non
22149,22148,2.61,6.56,4.83,2.83,2.19,4.2,6.55,2.61,2.08,5.49,4.21,2.94,0.0,4.39,5.9,2.94,2.35,5.97,5.07,3.01,4.12,4.45,4.83,2.37,0.943,non
32979,32978,0.0,3.19,2.3,0.0,1.14,4.73,0.89,0.0,0.0,0.0,1.67,0.0,0.79,4.44,3.94,2.46,1.12,10.25,6.07,0.79,0.96,0.79,4.61,0.79,0.911,non
27106,27105,0.0,0.0,0.0,0.0,0.0,0.0,1.35,0.0,0.0,0.0,0.0,0.0,1.04,4.38,2.97,3.11,1.86,4.69,2.48,0.27,0.66,3.42,3.69,1.08,0.251,non
10441,10440,0.0,4.11,3.29,2.25,2.98,7.25,5.27,1.45,2.14,2.49,1.2,2.17,3.06,8.78,5.55,5.8,2.76,11.54,8.58,2.76,2.16,3.29,8.81,3.8,0.923,non
18382,18381,0.0,0.0,0.0,1.1,0.32,3.16,0.82,0.0,0.0,2.01,0.82,0.0,0.92,9.68,3.92,2.4,2.13,7.47,8.2,0.51,1.5,4.33,3.05,0.46,0.663,non
24560,24559,0.46,4.01,1.99,1.49,2.65,6.88,3.2,0.97,2.23,3.33,5.61,0.0,0.0,4.27,3.58,0.5,1.96,6.73,2.47,0.56,1.76,0.5,5.92,0.0,0.95,non
16521,16520,0.73,8.47,5.18,6.36,2.41,8.85,5.37,0.62,5.01,2.89,4.96,2.03,0.35,7.73,5.31,5.03,4.17,9.26,6.04,4.56,4.38,4.17,5.81,5.53,0.95,non
22945,22944,0.0,2.16,2.95,1.37,0.77,3.2,3.37,0.0,0.77,1.37,2.95,0.77,0.83,5.54,3.43,2.98,1.2,8.32,4.55,1.47,1.56,2.44,4.19,1.03,0.941,non
31297,31296,0.69,5.61,1.7,2.52,3.13,8.1,4.12,0.9,1.28,4.18,5.32,0.29,0.0,5.41,3.34,3.29,2.85,5.4,3.49,1.69,3.1,2.53,4.42,0.3,0.949,non
8215,8214,0.0,6.05,3.74,2.18,0.53,11.52,5.71,0.53,0.53,5.48,5.36,1.73,0.92,8.13,6.15,3.77,3.41,9.34,5.85,2.59,1.65,4.54,4.66,1.65,0.944,non
21732,21731,2.06,6.67,3.33,3.33,4.05,5.41,5.56,1.85,3.58,2.29,5.56,2.29,0.0,6.3,4.73,3.91,2.7,5.68,5.58,1.24,2.69,3.78,2.51,1.24,0.944,non
7925,7924,1.2,5.1,2.73,1.2,2.73,10.35,3.9,0.0,2.49,1.64,3.79,1.2,1.59,6.76,8.28,6.72,4.83,12.31,6.3,0.48,0.87,4.29,7.77,1.31,0.922,non
35674,35673,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,1.0,non
17331,17330,1.47,9.96,7.98,4.94,4.16,11.67,8.7,2.42,2.33,4.45,6.87,3.46,3.44,11.76,5.88,5.83,8.43,12.85,5.32,2.25,3.98,5.17,8.53,4.79,0.96,non
24705,24704,0.67,6.84,5.03,3.12,3.51,8.9,5.04,2.52,2.5,6.72,6.96,1.82,1.52,5.05,4.71,4.32,3.39,4.18,4.92,3.24,3.56,4.09,4.82,0.88,0.945,non
23324,23323,0.0,4.93,4.96,3.54,1.87,6.49,4.53,2.88,0.83,5.52,5.14,1.76,0.0,0.83,0.0,0.03,0.04,0.88,0.67,0.04,0.61,1.79,0.88,0.26,0.808,non
11912,11911,4.44,11.03,6.45,5.65,3.85,14.57,4.49,1.55,3.22,2.97,8.01,4.33,1.25,10.49,8.29,9.44,3.91,13.41,7.83,5.74,1.88,3.48,3.98,4.59,0.936,non
33788,33787,1.69,11.46,9.84,7.11,7.62,13.29,11.09,2.4,4.02,3.91,10.98,2.78,0.0,5.84,6.63,3.41,3.0,10.2,6.62,2.17,2.97,5.04,3.46,1.7,0.952,non
6410,6409,1.55,4.14,3.57,2.76,3.47,5.33,3.05,0.42,1.31,3.04,3.28,1.83,0.79,6.07,4.48,3.21,3.67,6.62,6.51,2.82,2.31,4.52,5.23,3.78,0.964,non
59,58,0.0,3.33,1.2,1.2,1.2,3.7,1.2,1.2,1.64,3.11,1.2,1.55,0.42,5.79,3.36,4.22,4.22,7.12,3.03,1.49,1.85,5.88,5.72,2.8,0.947,non
32051,32050,0.79,9.63,9.93,4.68,5.23,15.4,14.06,4.39,4.24,5.42,7.8,3.77,1.39,13.69,8.62,7.1,7.67,15.6,7.56,6.71,4.93,6.52,9.61,3.03,0.952,non
2378,2377,1.55,11.87,5.37,4.59,3.13,11.72,11.0,1.71,2.68,5.34,6.06,1.71,2.88,11.59,7.85,10.41,4.3,19.41,11.36,3.75,5.65,6.14,9.45,3.12,0.964,non
24228,24227,0.0,7.21,5.43,1.77,0.0,6.27,5.45,0.81,3.59,1.19,3.03,0.54,1.05,8.02,4.01,2.08,2.8,8.65,4.06,1.89,1.05,1.98,3.01,2.79,0.919,non
25172,25171,0.0,6.57,4.95,2.62,4.34,11.1,5.74,2.93,2.15,2.48,7.52,1.29,0.65,7.87,7.02,4.32,5.36,10.53,7.29,2.87,4.11,7.6,7.3,4.06,0.953,non
35293,35292,2.32,6.81,5.52,4.89,4.2,12.34,7.86,2.41,3.46,3.51,9.11,2.47,0.3,3.38,2.71,2.23,2.05,3.7,2.47,0.56,0.9,3.63,3.27,1.1,0.94,non
19600,19599,2.09,6.1,3.78,3.64,4.48,9.89,5.64,4.11,3.87,5.04,4.55,4.2,1.61,7.57,5.02,2.65,2.3,11.59,3.86,3.98,2.09,1.23,4.93,3.12,0.944,non
10687,10686,0.99,7.69,6.76,3.92,3.84,11.7,8.83,1.93,3.19,4.37,6.34,2.52,1.35,3.99,3.87,3.23,3.23,6.6,5.09,0.98,2.92,3.09,3.76,1.78,0.987,non
11993,11992,1.26,5.63,4.45,2.44,1.63,6.84,4.42,0.75,1.46,2.31,4.15,1.19,0.0,2.33,4.85,2.33,0.84,7.02,0.84,0.84,0.84,0.84,0.84,0.0,0.864,non
17544,17543,1.69,7.73,5.05,3.56,4.09,9.34,6.29,2.07,3.75,6.07,5.94,3.17,1.27,2.61,2.76,1.6,2.0,3.78,3.28,0.61,0.0,2.92,1.73,1.52,0.96,non
20201,20200,0.72,3.62,3.38,0.72,1.12,7.33,1.03,0.72,0.72,0.72,2.41,0.72,1.55,7.54,7.9,3.65,5.03,10.8,9.0,3.94,4.44,4.7,7.54,3.91,0.872,non
29561,29560,0.56,8.15,4.54,4.11,5.82,11.91,4.37,2.88,4.22,4.39,7.91,2.64,2.04,6.34,5.7,4.92,3.8,9.84,7.62,2.39,2.9,6.08,6.29,2.09,0.958,non
14115,14114,0.25,4.52,3.12,2.05,2.41,6.08,3.54,1.88,2.03,2.62,3.84,0.85,1.02,6.01,4.31,4.24,3.03,7.64,5.55,1.54,1.12,3.78,5.5,1.03,0.983,non
31590,31589,0.43,7.84,1.94,2.29,2.72,11.33,8.42,2.14,2.14,1.24,4.45,3.05,0.0,3.69,0.0,1.04,0.0,1.2,3.69,0.0,0.0,0.0,1.2,0.0,0.818,non
26922,26921,0.0,8.41,3.02,2.53,2.64,6.34,4.15,1.89,4.11,4.79,4.79,1.55,1.19,3.91,2.16,1.66,3.67,5.6,3.87,0.64,1.02,5.26,4.35,1.63,0.924,non
15453,15452,0.99,7.24,5.63,3.4,4.5,9.87,6.18,2.59,3.85,5.85,7.83,3.18,1.98,8.12,6.75,4.98,5.35,11.89,9.01,2.26,2.69,6.48,8.4,2.42,0.989,non
20606,20605,0.0,3.04,2.13,3.49,1.77,4.34,4.14,0.86,2.01,1.77,4.51,0.0,0.0,3.75,2.07,0.0,0.56,5.7,3.28,0.56,0.0,1.11,0.56,0.56,0.777,non
26829,26828,0.0,2.66,1.39,0.96,0.0,1.59,1.7,0.63,1.14,1.59,0.63,0.96,0.94,4.27,2.39,2.39,2.2,7.02,3.74,2.2,2.14,6.25,2.92,2.39,0.902,non
12009,12008,1.77,3.91,3.72,2.99,1.83,6.77,5.34,1.39,1.22,2.24,3.25,1.83,1.63,9.96,5.38,6.75,2.61,8.3,8.47,2.73,2.95,4.67,5.92,1.63,0.961,non
12008,12007,1.63,9.96,5.38,6.75,2.61,8.3,8.47,2.73,2.95,4.67,5.92,1.63,2.51,15.93,8.72,7.33,7.44,15.42,10.68,5.65,4.26,6.54,10.34,5.64,0.976,non
1904,1903,0.0,4.2,0.0,1.52,1.52,3.12,1.59,0.0,0.0,0.0,0.0,0.0,0.64,3.29,2.65,1.34,2.65,6.2,1.34,0.0,3.29,4.19,1.34,1.34,0.706,non
12744,12743,1.06,8.42,6.79,6.26,5.1,10.3,6.84,3.26,2.74,7.08,7.67,2.67,1.15,6.3,5.34,3.0,3.44,8.59,6.47,2.04,3.47,4.3,6.38,2.75,0.983,non
14917,14916,0.69,4.28,1.94,0.69,0.69,3.86,3.91,0.0,2.36,0.69,0.69,0.69,0.0,6.18,3.56,1.26,1.53,5.45,4.68,1.26,0.0,1.26,3.09,1.26,0.917,non
18294,18293,1.32,9.89,5.49,3.59,4.05,12.11,11.05,2.09,3.23,4.35,6.37,1.69,1.35,4.86,3.81,3.1,2.79,4.86,5.09,0.89,2.3,3.1,5.5,1.94,0.958,non
16108,16107,0.0,4.77,1.86,2.92,1.54,4.43,3.83,1.28,1.63,1.95,2.84,0.32,0.0,7.55,0.62,0.62,0.62,8.13,3.61,0.0,0.0,1.65,0.0,0.0,0.839,non
13659,13658,1.88,8.19,4.71,4.06,3.55,14.6,3.55,1.61,2.66,2.25,3.47,1.81,0.7,8.5,3.37,1.63,3.14,12.69,6.48,1.81,0.59,3.32,6.9,1.97,0.948,non
17177,17176,0.8,11.29,5.64,5.54,3.14,8.18,8.0,4.9,2.59,4.16,4.07,5.54,1.68,5.33,3.82,2.36,1.1,4.45,2.88,1.1,1.76,2.36,1.69,1.1,0.954,non
26699,26698,1.89,8.91,6.28,6.84,3.66,10.96,10.38,1.09,4.39,5.84,5.52,2.08,4.18,7.78,8.23,6.94,6.21,9.88,7.88,2.81,4.04,5.69,8.49,5.22,0.957,non
2547,2546,2.33,5.99,5.83,3.19,3.19,10.63,6.66,0.0,0.86,0.0,5.79,0.0,0.69,6.25,2.92,2.64,1.73,5.06,3.4,0.63,1.34,2.13,2.21,1.23,0.909,non
30818,30817,0.0,2.03,2.18,2.37,1.69,4.58,3.45,0.31,0.34,2.41,2.97,0.31,1.58,8.6,4.84,4.07,4.43,10.32,8.3,4.05,2.19,6.08,9.07,2.4,0.958,non
13991,13990,0.0,5.6,4.34,3.63,2.49,4.47,3.52,2.78,1.34,2.49,6.02,2.02,0.58,10.87,5.55,3.8,4.87,7.31,8.99,0.7,4.64,3.58,7.76,1.93,0.942,non
33977,33976,0.0,1.46,1.46,1.46,0.0,1.46,1.46,0.0,1.46,1.46,1.46,1.46,0.87,9.24,7.91,3.45,4.29,12.2,8.62,0.95,3.2,2.97,6.64,1.97,0.864,non
17643,17642,1.42,5.55,4.45,3.26,3.34,4.53,4.96,2.56,3.26,2.56,4.91,2.83,0.0,4.59,1.96,2.27,1.63,4.67,3.98,0.25,0.91,2.37,1.96,1.16,0.921,non
33751,33750,0.4,6.5,5.36,4.27,3.34,6.47,4.06,1.16,2.56,3.45,5.19,0.88,0.92,3.96,3.52,2.22,2.19,4.43,2.98,2.24,2.08,2.28,2.81,1.42,0.976,non
27304,27303,0.86,2.17,0.86,0.0,0.0,2.59,6.17,0.86,0.86,4.0,1.83,0.0,1.14,5.3,3.93,2.92,3.05,9.05,3.0,2.01,0.92,3.88,3.32,1.8,0.706,non
19718,19717,0.62,3.6,2.0,1.06,3.1,4.83,2.19,1.06,1.06,1.69,2.64,1.69,0.0,1.19,0.0,1.19,1.19,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.746,non
19734,19733,0.83,4.88,4.26,2.27,3.29,9.52,5.44,1.59,2.6,3.58,5.21,2.11,0.55,6.02,4.8,3.54,2.46,6.86,5.21,2.97,1.99,2.69,6.12,1.19,0.965,non
34573,34572,1.53,5.68,4.44,3.34,3.63,9.1,10.06,2.29,2.8,4.21,5.98,2.29,3.27,3.99,4.97,3.27,2.27,5.63,4.48,0.63,1.06,2.93,2.7,1.57,0.936,non
4304,4303,0.0,5.51,1.76,3.15,1.76,5.5,3.59,3.15,2.5,3.03,3.15,1.76,1.19,11.85,8.03,7.77,6.45,14.34,11.85,5.03,3.17,3.89,9.76,4.13,0.959,non
21926,21925,1.34,7.59,6.47,3.64,3.2,7.54,5.57,3.23,2.74,6.03,6.35,1.91,3.68,8.21,3.82,4.98,5.91,10.72,9.1,3.31,3.28,8.87,4.28,2.52,0.949,non
3670,3669,0.0,2.33,3.73,2.05,0.99,5.61,2.05,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.7,1.01,1.01,4.61,1.01,0.0,0.0,0.0,0.0,0.0,0.985,non
15309,15308,0.0,5.75,3.05,2.79,3.05,4.3,3.05,1.67,3.05,1.67,1.67,1.67,0.0,3.44,3.44,4.45,0.0,5.75,3.44,2.07,2.07,0.0,2.07,2.07,0.887,non
37054,37053,0.0,3.63,3.74,2.46,2.68,6.15,2.46,1.53,2.79,2.14,1.53,1.08,0.99,5.76,4.97,2.74,3.97,8.52,5.52,1.93,3.19,4.37,6.34,2.52,0.95,non
19574,19573,0.75,2.69,0.75,4.35,1.05,7.74,0.75,0.0,0.0,2.64,0.75,0.0,1.68,9.72,5.22,4.41,2.8,13.49,9.92,2.11,2.32,3.99,5.41,2.43,0.825,non
7194,7193,1.97,9.53,7.48,5.24,5.66,10.98,8.28,2.61,1.23,3.91,10.27,3.26,0.0,7.6,9.14,1.45,0.74,11.97,7.71,2.53,3.5,1.45,6.22,2.01,0.925,non
9143,9142,0.83,10.19,2.97,1.18,1.39,8.05,4.24,0.35,2.5,2.56,2.33,2.79,0.84,4.09,2.68,2.66,1.92,4.28,2.87,0.84,1.08,2.01,2.75,0.84,0.913,non
2533,2532,0.0,3.99,3.51,2.1,2.29,5.26,4.64,2.18,2.01,2.75,3.99,1.7,0.0,2.37,2.96,1.24,0.0,2.84,1.71,0.0,0.0,0.0,1.24,0.0,0.852,non
24150,24149,0.0,3.28,2.17,0.0,0.0,0.0,0.73,0.0,0.73,0.0,0.0,0.0,1.38,8.32,4.0,3.81,2.6,8.58,4.24,1.59,3.25,5.71,5.78,3.26,0.599,non
10268,10267,0.0,2.63,0.64,0.64,0.64,1.25,0.64,0.64,0.64,2.29,1.25,0.64,1.02,5.33,7.95,4.85,4.38,10.24,5.92,1.71,1.71,3.32,6.65,1.67,0.775,non
26373,26372,3.18,3.77,5.7,5.7,4.62,5.89,5.7,2.12,1.25,2.11,4.62,2.12,1.6,7.05,5.31,2.65,3.56,12.2,8.06,2.57,3.03,2.9,8.97,1.81,0.905,non
8136,8135,1.08,11.23,7.27,2.38,3.44,10.91,5.89,1.19,0.79,4.61,6.73,1.86,1.27,6.93,5.88,2.46,2.76,6.27,4.51,0.82,0.96,3.82,6.13,2.09,0.982,non
