Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,Ch 11,Ch 21,Ch 31,Ch 41,Ch 51,Ch 61,Ch 71,Ch 81,Ch 91,Ch 101,Ch 111,Ch 121,Ch 12,Ch 22,Ch 32,Ch 42,Ch 52,Ch 62,Ch 72,Ch 82,Ch 92,Ch 102,Ch 112,Ch 122,cosine_similarity,class
8296,8295,6.84,7.2,0.0,0.0,1.0,1.0,0.0,0.99,6.8,4.97,2.74,3.84,8.86,6.56,1.93,4.53,4.84,6.34,2.52,0.0,3.44,4.38,2.19,1.17,5.81,2.8,0.32,2.52,1.68,3.7,1.77,0.963,dup
8289,3531,0.0,0.0,0.0,1.0,1.0,1.0,0.32,0.87,3.76,5.01,3.76,3.76,5.01,3.76,1.51,2.19,2.19,3.76,2.19,0.8,4.61,2.73,2.75,2.2,3.6,2.64,0.98,1.16,1.71,1.82,1.42,0.96,dup
8288,8163,4.65,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.34,3.89,5.34,3.89,5.47,4.68,0.71,4.39,1.45,2.24,0.71,1.68,8.54,2.55,6.39,2.55,5.36,5.06,3.96,5.01,3.27,3.94,1.68,0.935,dup
8288,3620,5.61,2.53,0.0,0.0,1.0,1.0,0.0,0.0,5.34,3.89,5.34,3.89,5.47,4.68,0.71,4.39,1.45,2.24,0.71,1.33,12.61,8.05,11.47,5.61,15.14,8.53,1.29,5.13,2.38,6.21,2.42,0.97,dup
8284,8251,3.12,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.28,3.11,1.37,1.37,5.88,3.78,1.37,0.0,1.37,3.78,2.45,1.72,5.96,3.9,5.7,3.9,7.78,3.32,2.19,0.72,3.88,4.68,0.0,0.9,dup
8284,6291,2.92,5.33,0.0,0.0,0.0,1.0,0.0,0.0,4.28,3.11,1.37,1.37,5.88,3.78,1.37,0.0,1.37,3.78,2.45,2.38,6.62,6.62,6.62,5.28,9.43,6.62,3.43,1.33,3.43,3.43,1.33,0.913,dup
8284,3705,3.96,3.07,0.0,0.0,0.0,1.0,0.0,0.0,4.28,3.11,1.37,1.37,5.88,3.78,1.37,0.0,1.37,3.78,2.45,0.0,7.89,4.9,6.56,5.53,8.58,6.22,4.12,1.75,5.15,5.44,1.03,0.917,dup
8281,8270,2.78,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,dup
8281,8269,2.78,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,dup
8281,8152,4.65,2.85,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.0,dup
8281,7617,1.47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,7.66,8.02,3.79,6.45,11.44,6.1,4.09,3.44,4.1,8.17,4.7,0.0,dup
8281,7378,2.78,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,dup
8281,6866,2.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,7.23,5.13,3.02,2.17,6.11,7.77,1.8,2.71,4.02,3.09,1.47,0.0,dup
8281,6751,1.31,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.18,2.69,3.03,3.49,7.41,5.46,1.73,0.0,0.95,1.76,1.73,0.0,dup
8281,6654,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.43,2.14,6.5,6.95,13.18,7.43,0.0,0.0,5.11,8.16,0.0,0.0,dup
8281,5874,1.47,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,6.31,5.48,1.85,1.03,8.49,4.71,0.0,1.49,3.15,4.63,0.5,0.0,dup
8281,5495,4.65,2.85,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.0,dup
8281,5417,4.65,2.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34,0.96,2.13,0.96,4.68,0.96,0.0,0.0,2.13,1.35,1.17,0.0,dup
8281,4843,3.34,2.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,0.86,1.73,1.3,1.7,1.31,0.86,1.77,1.77,0.86,0.86,0.0,dup
8281,3063,2.78,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,5.23,2.57,3.65,13.07,5.11,1.99,0.64,1.99,4.86,1.86,0.0,dup
8281,1413,3.34,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,5.88,4.79,2.44,3.09,4.26,4.13,2.44,3.87,3.87,3.09,2.28,0.0,dup
8281,1412,4.65,2.85,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,1.13,1.13,1.13,1.13,2.35,1.13,1.13,1.13,1.13,1.13,0.0,dup
8281,1181,1.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,8.86,8.18,6.62,3.7,9.87,5.79,3.4,5.24,9.32,6.09,3.46,0.0,dup
8270,8269,22.01,32.61,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,1.0,dup
8270,8152,19.79,25.32,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.99,dup
8270,7617,14.17,13.52,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,1.23,7.66,8.02,3.79,6.45,11.44,6.1,4.09,3.44,4.1,8.17,4.7,0.987,dup
8270,7378,21.25,27.21,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.998,dup
8270,6866,3.88,0.0,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.36,7.23,5.13,3.02,2.17,6.11,7.77,1.8,2.71,4.02,3.09,1.47,0.954,dup
8270,6751,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,6.18,2.69,3.03,3.49,7.41,5.46,1.73,0.0,0.95,1.76,1.73,0.924,dup
8270,6654,1.08,0.0,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,7.43,2.14,6.5,6.95,13.18,7.43,0.0,0.0,5.11,8.16,0.0,0.929,dup
8270,5874,3.7,0.0,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.78,6.31,5.48,1.85,1.03,8.49,4.71,0.0,1.49,3.15,4.63,0.5,0.957,dup
8270,5495,2.48,0.0,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.923,dup
8270,5417,2.68,0.0,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,3.34,0.96,2.13,0.96,4.68,0.96,0.0,0.0,2.13,1.35,1.17,0.888,dup
8270,4843,1.86,0.0,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,2.21,0.86,1.73,1.3,1.7,1.31,0.86,1.77,1.77,0.86,0.86,0.91,dup
8270,3063,4.09,1.89,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,4.83,5.23,2.57,3.65,13.07,5.11,1.99,0.64,1.99,4.86,1.86,0.939,dup
8270,1413,2.69,1.89,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.41,5.88,4.79,2.44,3.09,4.26,4.13,2.44,3.87,3.87,3.09,2.28,0.956,dup
8270,1412,3.83,1.89,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,2.35,1.13,1.13,1.13,1.13,2.35,1.13,1.13,1.13,1.13,1.13,0.915,dup
8270,1181,4.65,0.0,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.82,8.86,8.18,6.62,3.7,9.87,5.79,3.4,5.24,9.32,6.09,3.46,0.962,dup
8269,8152,19.79,25.32,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.99,dup
8269,7617,14.17,13.52,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,1.23,7.66,8.02,3.79,6.45,11.44,6.1,4.09,3.44,4.1,8.17,4.7,0.987,dup
8269,7378,21.25,27.21,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.998,dup
8269,6866,3.88,0.0,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.36,7.23,5.13,3.02,2.17,6.11,7.77,1.8,2.71,4.02,3.09,1.47,0.954,dup
8269,6751,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,6.18,2.69,3.03,3.49,7.41,5.46,1.73,0.0,0.95,1.76,1.73,0.924,dup
8269,6654,1.08,0.0,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,7.43,2.14,6.5,6.95,13.18,7.43,0.0,0.0,5.11,8.16,0.0,0.929,dup
8269,5874,3.7,0.0,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.78,6.31,5.48,1.85,1.03,8.49,4.71,0.0,1.49,3.15,4.63,0.5,0.957,dup
8269,5495,2.48,0.0,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.923,dup
8269,5417,2.68,0.0,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,3.34,0.96,2.13,0.96,4.68,0.96,0.0,0.0,2.13,1.35,1.17,0.888,dup
8269,4843,1.86,0.0,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,2.21,0.86,1.73,1.3,1.7,1.31,0.86,1.77,1.77,0.86,0.86,0.91,dup
8269,3063,4.09,1.89,0.0,0.0,1.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,4.83,5.23,2.57,3.65,13.07,5.11,1.99,0.64,1.99,4.86,1.86,0.939,dup
8269,1413,2.69,1.89,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.41,5.88,4.79,2.44,3.09,4.26,4.13,2.44,3.87,3.87,3.09,2.28,0.956,dup
8269,1412,3.83,1.89,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.0,2.35,1.13,1.13,1.13,1.13,2.35,1.13,1.13,1.13,1.13,1.13,0.915,dup
8269,1181,4.65,0.0,0.0,0.0,0.0,1.0,0.0,0.99,6.52,5.73,3.5,4.6,9.15,6.28,1.93,3.19,4.37,6.34,2.52,0.82,8.86,8.18,6.62,3.7,9.87,5.79,3.4,5.24,9.32,6.09,3.46,0.962,dup
8251,6291,4.76,0.0,0.0,0.0,1.0,1.0,0.0,1.72,5.96,3.9,5.7,3.9,7.78,3.32,2.19,0.72,3.88,4.68,0.0,2.38,6.62,6.62,6.62,5.28,9.43,6.62,3.43,1.33,3.43,3.43,1.33,0.969,dup
8251,3705,5.54,0.0,0.0,0.0,1.0,1.0,0.0,1.72,5.96,3.9,5.7,3.9,7.78,3.32,2.19,0.72,3.88,4.68,0.0,0.0,7.89,4.9,6.56,5.53,8.58,6.22,4.12,1.75,5.15,5.44,1.03,0.978,dup
8231,3104,2.7,0.0,0.0,0.0,0.0,1.0,0.0,2.17,8.54,7.75,5.52,6.62,11.17,8.3,3.1,4.36,6.42,7.52,3.69,1.41,8.18,5.57,5.21,4.34,15.13,9.08,3.28,5.26,4.48,3.75,1.75,0.954,dup
8178,8177,54.02,82.88,0.0,0.0,1.0,1.0,0.0,1.05,5.28,4.94,4.23,3.63,4.94,3.75,2.93,2.95,3.1,3.04,2.68,1.05,5.28,4.94,4.23,3.63,4.94,3.75,2.93,2.95,3.1,3.04,2.68,1.0,dup
8163,3620,11.83,0.0,0.0,0.0,0.0,1.0,0.0,1.68,8.54,2.55,6.39,2.55,5.36,5.06,3.96,5.01,3.27,3.94,1.68,1.33,12.61,8.05,11.47,5.61,15.14,8.53,1.29,5.13,2.38,6.21,2.42,0.927,dup
8152,7617,12.72,11.63,0.0,0.0,1.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,1.23,7.66,8.02,3.79,6.45,11.44,6.1,4.09,3.44,4.1,8.17,4.7,0.978,dup
8152,7378,19.59,25.32,0.0,0.0,1.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.992,dup
8152,6866,3.68,0.0,0.0,0.0,0.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.36,7.23,5.13,3.02,2.17,6.11,7.77,1.8,2.71,4.02,3.09,1.47,0.942,dup
8152,6751,1.78,0.0,0.0,0.0,1.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.0,6.18,2.69,3.03,3.49,7.41,5.46,1.73,0.0,0.95,1.76,1.73,0.912,dup
8152,6654,1.08,0.0,0.0,0.0,1.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.0,7.43,2.14,6.5,6.95,13.18,7.43,0.0,0.0,5.11,8.16,0.0,0.923,dup
8152,5874,1.49,0.0,0.0,0.0,1.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.78,6.31,5.48,1.85,1.03,8.49,4.71,0.0,1.49,3.15,4.63,0.5,0.948,dup
8152,5495,3.6,1.92,0.0,0.0,1.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.0,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.928,dup
8152,5417,5.18,1.92,0.0,0.0,0.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.0,3.34,0.96,2.13,0.96,4.68,0.96,0.0,0.0,2.13,1.35,1.17,0.923,dup
8152,4843,3.19,1.92,0.0,0.0,0.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.0,2.21,0.86,1.73,1.3,1.7,1.31,0.86,1.77,1.77,0.86,0.86,0.927,dup
8152,3063,2.42,0.0,0.0,0.0,1.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.0,4.83,5.23,2.57,3.65,13.07,5.11,1.99,0.64,1.99,4.86,1.86,0.928,dup
8152,1413,2.56,0.0,0.0,0.0,0.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.41,5.88,4.79,2.44,3.09,4.26,4.13,2.44,3.87,3.87,3.09,2.28,0.952,dup
8152,1412,3.49,1.92,0.0,0.0,0.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.0,2.35,1.13,1.13,1.13,1.13,2.35,1.13,1.13,1.13,1.13,1.13,0.91,dup
8152,1181,3.2,0.0,0.0,0.0,0.0,1.0,0.0,0.99,7.13,4.97,4.12,3.84,9.76,5.52,1.93,3.19,5.74,6.34,3.89,0.82,8.86,8.18,6.62,3.7,9.87,5.79,3.4,5.24,9.32,6.09,3.46,0.974,dup
8111,8110,10.8,1.48,0.0,0.0,0.0,1.0,0.0,0.0,2.83,1.56,3.15,1.56,3.91,3.6,0.54,0.79,1.29,1.33,0.54,1.2,10.84,6.45,3.71,4.27,12.66,6.41,2.81,3.23,3.72,7.25,3.19,0.921,dup
8107,8106,18.34,27.28,0.0,0.0,1.0,1.0,0.0,0.99,6.32,6.51,4.07,4.4,10.69,7.06,1.93,4.37,5.7,8.5,3.85,0.99,6.41,5.62,3.4,4.49,9.04,6.18,1.93,3.84,5.02,7.0,3.17,0.998,dup
8103,6283,4.57,0.0,0.0,0.0,0.0,1.0,0.0,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.0,7.53,6.7,5.51,5.94,5.42,6.51,2.38,2.22,3.64,2.65,3.64,0.948,dup
8103,4153,15.33,1.16,0.0,0.0,1.0,1.0,0.38,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.0,7.28,5.62,4.11,4.81,9.6,6.44,1.67,1.68,4.67,4.95,2.87,0.984,dup
8103,3029,1.16,0.0,0.0,0.0,0.0,1.0,0.0,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.829,dup
8103,3027,1.16,0.0,0.0,0.0,1.0,1.0,0.0,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.829,dup
8103,1618,5.86,0.0,0.0,0.0,0.0,1.0,0.0,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.0,7.02,8.18,4.93,3.36,10.44,7.62,1.84,2.19,3.53,5.03,1.94,0.976,dup
8097,7933,6.85,0.99,0.0,1.0,1.0,1.0,0.0,0.0,7.58,3.91,2.85,1.12,6.39,4.98,0.82,3.59,1.12,1.41,2.12,0.63,9.36,3.45,3.72,2.18,5.31,5.23,1.48,3.08,2.39,2.55,1.1,0.972,dup
8097,7496,9.31,4.55,0.0,1.0,1.0,1.0,0.0,0.0,7.58,3.91,2.85,1.12,6.39,4.98,0.82,3.59,1.12,1.41,2.12,0.73,13.98,5.46,4.99,4.48,11.69,6.52,2.7,3.81,3.8,6.37,2.33,0.96,dup
8096,8094,14.63,41.33,0.0,0.0,1.0,1.0,0.32,1.16,11.86,8.93,3.65,3.52,10.94,9.75,1.0,2.96,2.86,5.05,3.85,0.7,7.39,7.18,2.43,3.18,8.34,8.74,0.0,2.14,2.38,4.6,2.89,0.99,dup
8016,877,4.06,0.0,0.0,1.0,1.0,1.0,0.0,1.1,3.61,1.67,1.67,1.67,3.61,3.61,3.61,1.67,1.67,1.67,1.67,0.69,2.38,2.34,0.69,0.69,4.74,2.34,0.69,1.22,2.34,3.27,1.22,0.862,dup
8000,6783,5.59,1.28,0.0,0.0,1.0,1.0,0.0,0.0,5.17,0.0,1.16,0.0,3.82,0.38,0.0,0.0,0.0,0.0,0.0,0.0,7.73,6.48,4.9,4.22,9.93,6.84,2.61,2.93,3.83,5.1,1.6,0.706,dup
8000,1573,4.09,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.17,0.0,1.16,0.0,3.82,0.38,0.0,0.0,0.0,0.0,0.0,1.5,12.25,8.88,6.27,7.22,14.76,11.49,4.84,6.11,6.82,9.56,6.69,0.663,dup
8000,1151,4.74,6.38,0.0,0.0,1.0,1.0,0.0,0.0,5.17,0.0,1.16,0.0,3.82,0.38,0.0,0.0,0.0,0.0,0.0,0.0,11.5,5.6,3.48,0.75,7.63,5.86,2.09,0.92,1.17,2.68,0.92,0.861,dup
7987,7147,8.9,5.9,0.0,1.0,1.0,1.0,0.33,0.0,4.87,6.37,3.56,3.75,5.81,4.3,0.69,3.12,3.51,4.34,2.6,0.75,1.76,3.44,0.75,2.38,5.19,2.38,0.0,0.39,1.72,3.95,0.39,0.911,dup
7971,4484,5.88,0.98,0.0,0.0,1.0,1.0,1.0,0.0,5.39,3.96,2.67,4.62,11.88,5.9,2.6,2.73,3.15,6.23,2.63,0.83,7.25,7.08,4.44,5.8,18.53,9.54,1.77,2.26,4.44,5.15,2.73,0.978,dup
7950,7949,8.07,4.9,0.0,0.0,0.0,1.0,0.0,2.4,6.49,5.46,6.93,4.02,8.31,5.46,2.36,1.64,4.04,4.67,1.35,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.952,dup
7933,7496,10.91,1.91,0.0,1.0,1.0,1.0,0.0,0.63,9.36,3.45,3.72,2.18,5.31,5.23,1.48,3.08,2.39,2.55,1.1,0.73,13.98,5.46,4.99,4.48,11.69,6.52,2.7,3.81,3.8,6.37,2.33,0.978,dup
7879,7878,26.52,76.22,0.0,0.0,1.0,1.0,0.32,0.0,7.11,0.0,1.88,0.58,6.96,3.9,0.0,1.37,0.0,1.22,0.0,0.0,7.11,0.0,1.88,0.58,6.96,3.9,0.0,1.37,0.0,1.22,0.0,1.0,dup
7798,6574,5.54,5.48,0.0,0.0,1.0,1.0,0.0,0.9,7.25,6.3,4.71,3.45,9.85,7.64,1.73,3.43,5.77,6.13,2.14,0.0,9.46,6.36,7.56,3.68,11.37,6.83,2.43,1.32,6.1,6.96,3.61,0.979,dup
7798,5669,17.64,20.94,0.0,0.0,1.0,0.5,0.33,0.9,7.25,6.3,4.71,3.45,9.85,7.64,1.73,3.43,5.77,6.13,2.14,1.55,8.43,5.65,5.68,2.65,8.36,7.88,0.99,1.74,4.7,6.19,1.5,0.985,dup
7662,2519,5.6,6.54,0.0,1.0,1.0,1.0,0.0,2.77,6.74,6.79,6.74,4.11,6.74,6.74,5.46,3.84,2.83,3.84,5.46,0.0,3.89,4.93,3.06,1.55,5.39,3.89,1.57,1.6,1.6,1.6,2.4,0.952,dup
7662,1171,2.91,0.0,0.0,1.0,1.0,1.0,0.0,2.77,6.74,6.79,6.74,4.11,6.74,6.74,5.46,3.84,2.83,3.84,5.46,0.0,6.55,7.65,4.64,3.58,10.41,7.61,2.44,2.96,4.71,6.71,2.53,0.924,dup
7626,7607,35.61,66.08,0.0,0.0,1.0,1.0,0.0,0.77,9.93,3.91,3.32,3.07,14.03,7.34,1.34,2.23,3.67,5.16,1.11,0.77,8.43,3.06,3.71,2.81,13.57,6.56,1.53,2.67,4.02,4.74,2.27,0.995,dup
7626,7600,35.61,66.08,0.0,0.0,0.0,1.0,0.0,0.77,9.93,3.91,3.32,3.07,14.03,7.34,1.34,2.23,3.67,5.16,1.11,0.77,8.43,3.06,3.71,2.81,13.57,6.56,1.53,2.67,4.02,4.74,2.27,0.995,dup
7626,6141,6.03,3.4,0.0,0.0,1.0,1.0,0.0,0.77,9.93,3.91,3.32,3.07,14.03,7.34,1.34,2.23,3.67,5.16,1.11,1.39,5.2,3.73,2.58,2.38,9.54,7.4,1.64,2.52,2.92,6.3,2.3,0.961,dup
7617,7378,14.32,13.57,0.0,0.0,1.0,1.0,0.0,1.23,7.66,8.02,3.79,6.45,11.44,6.1,4.09,3.44,4.1,8.17,4.7,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.986,dup
7617,6866,1.64,0.0,0.0,0.0,0.0,1.0,0.0,1.23,7.66,8.02,3.79,6.45,11.44,6.1,4.09,3.44,4.1,8.17,4.7,0.36,7.23,5.13,3.02,2.17,6.11,7.77,1.8,2.71,4.02,3.09,1.47,0.918,dup
7617,6751,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.23,7.66,8.02,3.79,6.45,11.44,6.1,4.09,3.44,4.1,8.17,4.7,0.0,6.18,2.69,3.03,3.49,7.41,5.46,1.73,0.0,0.95,1.76,1.73,0.911,dup
7617,6654,0.86,0.0,0.0,0.0,1.0,1.0,0.0,1.23,7.66,8.02,3.79,6.45,11.44,6.1,4.09,3.44,4.1,8.17,4.7,0.0,7.43,2.14,6.5,6.95,13.18,7.43,0.0,0.0,5.11,8.16,0.0,0.895,dup
