Bug 1,Bug 2,bmfu,bmfb,prod,comp,type,prior,vers,Ch 11,Ch 21,Ch 31,Ch 41,Ch 51,Ch 61,Ch 71,Ch 81,Ch 91,Ch 101,Ch 111,Ch 121,Ch 12,Ch 22,Ch 32,Ch 42,Ch 52,Ch 62,Ch 72,Ch 82,Ch 92,Ch 102,Ch 112,Ch 122,cosine_similarity,class
9764,9756,31.12,22.76,0.0,1.0,0.0,1.0,0.32,1.54,6.64,4.25,2.31,3.45,7.44,8.33,1.68,2.62,4.36,5.73,2.24,2.03,11.77,3.95,3.97,6.51,14.12,13.03,2.67,3.82,5.98,10.22,4.02,0.989,dup
9739,6207,6.41,2.61,0.0,0.0,1.0,1.0,0.0,0.0,5.99,2.25,6.14,1.15,9.45,4.12,0.22,2.66,0.22,5.22,1.57,0.0,7.32,2.54,2.55,2.09,8.36,4.93,1.08,2.37,3.0,4.88,1.25,0.94,dup
9739,1199,1.35,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.99,2.25,6.14,1.15,9.45,4.12,0.22,2.66,0.22,5.22,1.57,0.0,8.21,4.44,2.08,2.45,9.18,6.25,1.46,4.8,1.04,7.57,3.55,0.924,dup
9720,5070,4.82,0.0,0.0,0.0,1.0,1.0,0.31,0.99,0.99,2.04,1.05,2.04,4.59,0.99,0.0,0.0,0.99,1.81,0.0,2.05,7.22,6.72,3.58,5.37,11.03,6.19,2.12,4.08,6.16,6.7,3.26,0.897,dup
9688,9687,35.28,78.03,0.0,0.0,0.0,1.0,0.0,0.0,9.46,4.76,3.93,2.45,8.93,5.53,2.04,2.03,3.9,1.48,2.39,0.0,9.46,4.76,3.93,2.45,8.93,5.53,2.04,2.03,3.9,1.48,2.39,1.0,dup
9688,9686,35.28,78.03,0.0,0.0,0.0,1.0,0.0,0.0,9.46,4.76,3.93,2.45,8.93,5.53,2.04,2.03,3.9,1.48,2.39,0.0,9.46,4.76,3.93,2.45,8.93,5.53,2.04,2.03,3.9,1.48,2.39,1.0,dup
9687,9686,35.28,78.03,0.0,0.0,1.0,1.0,0.0,0.0,9.46,4.76,3.93,2.45,8.93,5.53,2.04,2.03,3.9,1.48,2.39,0.0,9.46,4.76,3.93,2.45,8.93,5.53,2.04,2.03,3.9,1.48,2.39,1.0,dup
9682,9663,7.59,3.36,0.0,0.0,1.0,1.0,0.91,1.39,10.53,6.17,3.02,3.42,12.15,7.45,2.22,1.56,2.18,5.63,2.89,1.62,8.87,6.17,5.43,5.51,10.78,7.55,2.39,2.49,6.56,6.62,2.99,0.96,dup
9657,5024,3.48,3.53,0.0,1.0,1.0,1.0,0.33,0.72,1.8,2.08,2.34,1.22,1.84,2.07,0.96,1.33,1.52,1.72,1.27,0.0,2.04,3.86,1.07,0.67,3.61,4.01,2.04,1.37,1.81,3.18,1.37,0.912,dup
9619,9300,5.66,2.44,0.0,1.0,1.0,1.0,1.0,2.29,4.59,5.04,3.61,4.59,6.99,4.59,2.94,2.29,3.94,4.25,2.29,3.4,7.28,6.98,3.63,4.51,9.02,4.44,2.55,3.33,4.51,6.86,3.63,0.983,dup
9610,9609,17.73,35.11,0.0,0.0,1.0,1.0,1.0,0.0,5.66,4.25,2.88,2.88,3.82,4.36,2.12,2.41,2.53,4.78,1.8,0.84,6.16,4.58,3.52,2.68,4.04,4.12,1.96,2.32,3.2,4.51,1.67,0.993,dup
9606,3334,10.94,6.25,0.0,1.0,1.0,1.0,0.0,0.0,5.07,1.24,2.02,0.31,4.54,3.56,0.0,0.39,2.15,3.42,0.0,2.05,11.11,6.32,10.55,7.53,12.68,8.75,3.67,1.75,5.61,10.63,2.93,0.919,dup
9549,8990,3.21,1.27,0.0,0.0,1.0,1.0,0.31,0.74,8.87,7.13,5.45,3.86,6.5,3.58,1.27,0.6,2.78,5.03,2.05,1.31,8.29,3.27,7.04,1.8,9.52,7.61,0.39,2.38,2.58,5.89,2.07,0.918,dup
9549,8601,6.04,0.0,0.0,0.0,1.0,1.0,0.31,0.74,8.87,7.13,5.45,3.86,6.5,3.58,1.27,0.6,2.78,5.03,2.05,1.51,8.98,7.25,3.58,5.43,8.9,6.91,2.92,3.63,4.27,7.77,2.35,0.955,dup
9540,9027,7.58,1.16,0.0,0.0,1.0,1.0,1.0,2.26,6.0,6.67,4.35,2.69,5.61,7.57,3.83,2.31,4.45,4.28,1.21,1.22,6.72,3.65,4.05,3.22,7.98,5.85,2.01,2.25,3.26,3.01,1.78,0.949,dup
9540,4991,5.51,0.0,0.0,0.0,1.0,1.0,0.63,2.26,6.0,6.67,4.35,2.69,5.61,7.57,3.83,2.31,4.45,4.28,1.21,0.98,4.11,2.44,2.2,2.44,5.58,5.52,3.31,2.01,3.92,4.8,2.2,0.95,dup
9462,9461,34.14,96.02,0.0,0.0,1.0,1.0,0.32,0.84,9.28,6.35,5.23,3.77,9.28,7.71,3.2,4.78,5.45,9.64,3.22,0.81,9.44,6.24,5.5,3.95,9.41,7.59,3.21,4.77,5.28,9.48,3.12,1.0,dup
9443,8880,2.9,0.0,0.0,1.0,1.0,1.0,0.0,1.28,3.24,1.28,2.67,1.28,7.51,3.4,1.28,1.28,2.45,1.28,1.28,0.0,0.87,0.0,0.0,0.0,0.87,0.0,0.0,0.0,1.29,0.0,0.0,0.691,dup
9347,9346,44.59,83.83,0.0,0.0,1.0,1.0,0.0,1.11,6.83,2.39,3.1,4.57,12.0,5.46,1.65,2.67,1.69,4.03,2.49,1.11,6.83,2.39,3.1,4.57,12.0,5.46,1.65,2.67,1.69,4.03,2.49,1.0,dup
9327,4410,7.77,4.94,0.0,1.0,1.0,1.0,0.0,2.99,8.4,5.54,6.52,7.46,13.12,5.76,2.9,2.3,4.93,7.09,3.06,0.0,3.65,1.7,0.88,1.96,5.94,2.67,0.64,1.7,2.71,1.81,0.98,0.944,dup
9322,9308,5.16,1.14,0.0,0.0,1.0,1.0,1.0,2.36,8.02,7.08,4.68,4.89,10.04,7.18,1.45,2.19,4.11,5.1,2.06,2.42,7.27,8.37,5.39,5.4,7.36,5.52,2.55,2.19,5.27,6.57,3.7,0.973,dup
9317,6896,4.51,2.07,0.0,0.0,1.0,1.0,0.0,0.0,8.79,2.75,2.99,1.71,5.47,3.9,0.0,1.15,1.3,0.79,0.79,0.55,7.06,4.51,2.06,2.56,10.19,5.53,1.57,4.04,2.98,5.99,1.77,0.871,dup
9303,9302,23.18,68.09,0.0,0.0,0.0,1.0,0.0,1.04,7.66,3.62,4.49,2.65,9.71,5.34,1.89,2.65,4.02,4.97,2.74,1.04,7.66,3.62,4.49,2.65,9.71,5.34,1.89,2.65,4.02,4.97,2.74,1.0,dup
9249,9247,26.31,62.6,0.0,0.0,1.0,1.0,0.0,0.0,5.42,5.13,1.11,2.17,10.05,4.79,1.11,4.65,3.4,3.73,1.11,0.0,4.71,5.19,1.14,2.21,10.19,4.85,1.14,4.71,3.46,3.78,1.14,0.999,dup
9186,7136,4.49,0.24,0.0,1.0,1.0,1.0,0.33,0.0,7.4,5.02,5.63,4.98,7.87,5.55,2.85,3.39,4.21,7.71,3.1,0.0,3.84,3.61,2.97,2.91,4.03,2.17,0.75,0.34,1.85,5.52,0.32,0.958,dup
9124,8685,7.47,3.47,0.0,0.0,1.0,1.0,0.0,1.31,2.29,3.65,3.65,3.65,3.65,5.27,1.31,1.31,1.31,2.66,1.31,0.0,1.56,2.8,0.0,1.56,2.8,2.8,1.56,1.56,1.56,0.0,0.0,0.839,dup
9119,9118,39.9,69.65,0.0,0.0,0.0,1.0,0.0,0.5,6.7,7.87,4.73,1.01,14.27,11.95,2.53,1.28,2.87,4.13,0.69,0.0,4.66,3.86,1.79,1.15,9.55,7.83,3.1,1.84,1.59,2.15,1.15,0.982,dup
9113,9111,45.27,72.19,0.0,0.0,1.0,1.0,0.0,0.42,2.83,2.05,2.83,1.18,14.17,3.08,0.87,0.42,5.55,3.23,1.29,0.42,2.83,2.05,2.83,1.18,14.17,3.08,0.87,0.42,5.55,3.23,1.29,1.0,dup
9113,9110,45.27,72.19,0.0,0.0,1.0,1.0,0.0,0.42,2.83,2.05,2.83,1.18,14.17,3.08,0.87,0.42,5.55,3.23,1.29,0.42,2.83,2.05,2.83,1.18,14.17,3.08,0.87,0.42,5.55,3.23,1.29,1.0,dup
9111,9110,45.27,72.19,0.0,0.0,1.0,1.0,0.0,0.42,2.83,2.05,2.83,1.18,14.17,3.08,0.87,0.42,5.55,3.23,1.29,0.42,2.83,2.05,2.83,1.18,14.17,3.08,0.87,0.42,5.55,3.23,1.29,1.0,dup
9109,5974,6.72,1.79,0.0,0.0,1.0,1.0,0.0,0.0,1.22,2.9,1.22,0.0,0.92,0.0,0.0,0.0,0.0,2.14,0.0,0.08,6.01,5.58,3.61,3.22,6.28,4.5,3.51,1.47,2.03,5.16,3.42,0.758,dup
9109,5001,1.64,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.22,2.9,1.22,0.0,0.92,0.0,0.0,0.0,0.0,2.14,0.0,0.42,7.05,4.95,3.09,1.61,5.18,3.91,1.5,1.75,2.69,3.15,1.5,0.753,dup
9108,6044,6.01,0.0,0.0,0.0,1.0,1.0,0.0,2.22,6.47,6.62,3.96,4.66,10.81,6.97,2.73,0.91,6.51,5.18,2.14,0.0,7.95,4.12,2.81,3.04,9.7,6.26,3.02,0.63,3.77,2.02,1.42,0.957,dup
9108,3190,3.22,0.0,0.0,0.0,1.0,1.0,0.0,2.22,6.47,6.62,3.96,4.66,10.81,6.97,2.73,0.91,6.51,5.18,2.14,0.72,10.42,8.33,8.47,6.75,17.25,12.34,2.8,0.52,4.0,5.61,2.03,0.962,dup
9108,3151,4.25,0.0,0.0,0.0,0.0,1.0,0.0,2.22,6.47,6.62,3.96,4.66,10.81,6.97,2.73,0.91,6.51,5.18,2.14,1.33,5.21,5.45,3.03,3.13,9.7,6.01,1.8,2.27,3.53,4.41,2.27,0.985,dup
9067,9066,31.71,76.41,0.0,0.0,0.0,1.0,0.31,0.53,6.63,4.36,3.63,2.83,10.48,4.81,0.95,2.62,3.61,4.19,0.94,0.6,7.49,4.44,4.69,2.91,11.94,4.88,0.95,2.7,4.82,4.47,1.99,0.996,dup
9045,8902,5.92,1.53,0.0,0.0,1.0,1.0,0.0,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.867,dup
9045,8103,5.69,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.96,dup
9045,6283,4.22,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.0,7.53,6.7,5.51,5.94,5.42,6.51,2.38,2.22,3.64,2.65,3.64,0.94,dup
9045,4153,5.12,0.0,0.0,0.0,0.0,1.0,0.38,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.0,7.28,5.62,4.11,4.81,9.6,6.44,1.67,1.68,4.67,4.95,2.87,0.982,dup
9045,3029,3.97,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.831,dup
9045,3027,3.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.831,dup
9045,1618,6.95,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.0,7.02,8.18,4.93,3.36,10.44,7.62,1.84,2.19,3.53,5.03,1.94,0.973,dup
9027,4991,6.48,1.8,0.0,0.0,1.0,1.0,0.63,1.22,6.72,3.65,4.05,3.22,7.98,5.85,2.01,2.25,3.26,3.01,1.78,0.98,4.11,2.44,2.2,2.44,5.58,5.52,3.31,2.01,3.92,4.8,2.2,0.949,dup
9017,6039,8.34,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.88,5.22,3.13,3.13,5.22,6.1,4.62,2.97,0.6,3.71,0.0,0.81,4.28,5.09,3.83,2.57,6.66,3.38,1.32,0.0,3.77,6.11,0.0,0.862,dup
9017,5320,7.5,6.85,0.0,0.0,1.0,1.0,0.33,0.0,6.88,5.22,3.13,3.13,5.22,6.1,4.62,2.97,0.6,3.71,0.0,0.0,10.81,6.49,4.03,5.98,11.24,10.53,4.63,5.44,4.39,4.61,1.8,0.963,dup
9010,8769,11.93,23.65,0.0,0.0,1.0,1.0,0.67,0.62,4.97,6.71,2.76,2.78,8.8,5.16,2.08,1.56,4.4,5.08,2.57,0.0,2.25,2.86,0.95,0.95,4.15,0.95,0.95,0.96,2.86,2.25,0.95,0.969,dup
8990,8601,6.86,1.71,0.0,0.0,1.0,1.0,0.0,1.31,8.29,3.27,7.04,1.8,9.52,7.61,0.39,2.38,2.58,5.89,2.07,1.51,8.98,7.25,3.58,5.43,8.9,6.91,2.92,3.63,4.27,7.77,2.35,0.929,dup
8965,8477,9.93,0.59,0.0,0.0,1.0,1.0,0.32,0.17,3.81,1.31,0.89,1.38,9.07,2.58,0.64,0.47,1.12,2.3,0.57,0.49,6.32,3.31,2.53,2.65,10.23,2.81,2.81,3.25,3.31,3.51,2.14,0.939,dup
8948,8947,7.69,12.52,0.0,0.0,1.0,1.0,1.0,0.0,7.02,1.09,2.45,3.89,3.89,4.71,0.22,0.0,3.32,3.49,0.22,1.15,6.3,5.34,3.0,3.44,8.59,6.47,2.04,3.47,4.3,6.38,2.75,0.881,dup
8944,1863,11.24,6.01,0.0,1.0,1.0,1.0,0.0,1.73,6.85,6.38,4.65,1.91,10.99,7.26,2.26,2.62,4.17,8.31,3.61,0.56,4.45,5.03,2.77,1.42,5.36,3.4,1.32,1.57,0.96,6.29,0.96,0.966,dup
8944,779,8.18,3.46,0.0,1.0,1.0,1.0,0.0,1.73,6.85,6.38,4.65,1.91,10.99,7.26,2.26,2.62,4.17,8.31,3.61,0.0,4.65,1.53,1.67,0.27,2.87,2.75,0.0,0.69,0.48,4.54,0.48,0.902,dup
8944,514,10.0,4.19,0.0,1.0,1.0,1.0,0.0,1.73,6.85,6.38,4.65,1.91,10.99,7.26,2.26,2.62,4.17,8.31,3.61,0.35,8.76,5.43,5.32,3.14,9.06,7.19,2.55,2.5,4.29,8.9,2.66,0.983,dup
8902,8103,5.1,2.82,0.0,0.0,0.0,1.0,0.0,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.869,dup
8902,6283,1.02,0.0,0.0,0.0,1.0,1.0,0.0,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.0,7.53,6.7,5.51,5.94,5.42,6.51,2.38,2.22,3.64,2.65,3.64,0.927,dup
8902,4153,3.44,2.82,0.0,0.0,0.0,1.0,0.38,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.0,7.28,5.62,4.11,4.81,9.6,6.44,1.67,1.68,4.67,4.95,2.87,0.899,dup
8902,3029,4.04,0.0,0.0,0.0,1.0,1.0,0.0,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.871,dup
8902,3027,4.04,0.0,0.0,0.0,0.0,1.0,0.0,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.871,dup
8902,1618,1.74,0.0,0.0,0.0,1.0,1.0,0.0,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.0,7.02,8.18,4.93,3.36,10.44,7.62,1.84,2.19,3.53,5.03,1.94,0.885,dup
8888,8887,29.88,64.3,0.0,0.0,1.0,1.0,0.0,0.0,3.49,1.42,1.95,0.0,2.38,2.83,0.0,0.0,0.5,2.11,0.4,0.0,3.49,1.42,1.95,0.0,2.38,2.83,0.0,0.0,0.5,2.11,0.4,1.0,dup
8886,8885,28.14,53.42,0.0,0.0,1.0,1.0,0.0,0.0,4.83,4.64,4.83,2.39,5.82,4.32,0.9,2.7,3.6,4.32,1.21,0.0,4.83,4.64,4.83,2.39,5.82,4.32,0.9,2.7,3.6,4.32,1.21,1.0,dup
8820,8802,20.65,43.65,0.0,0.0,1.0,1.0,0.0,0.0,4.15,3.03,1.49,1.64,3.97,4.15,1.39,1.39,2.33,2.52,0.0,0.0,4.15,3.03,1.49,1.64,3.97,4.15,1.39,1.39,2.33,2.52,0.0,1.0,dup
8817,8529,7.49,6.58,0.0,0.0,1.0,1.0,0.0,0.0,3.21,1.07,1.87,0.0,3.99,2.17,0.0,0.0,0.0,3.99,0.0,0.0,7.56,4.53,1.98,1.61,7.07,7.13,2.56,1.47,1.38,4.53,1.72,0.89,dup
8781,6507,8.28,11.05,0.0,1.0,1.0,1.0,0.0,0.27,4.86,2.59,2.66,2.2,5.89,3.33,0.78,0.91,0.93,0.79,1.06,1.11,1.11,1.11,1.11,1.11,1.88,1.11,1.11,1.11,1.11,1.11,1.11,0.849,dup
8780,8284,2.65,0.0,0.0,0.0,1.0,1.0,0.0,2.55,5.41,3.62,3.62,5.02,6.9,5.41,3.25,1.51,5.02,5.78,1.15,0.0,4.28,3.11,1.37,1.37,5.88,3.78,1.37,0.0,1.37,3.78,2.45,0.91,dup
8780,8251,2.52,0.0,0.0,0.0,0.0,1.0,0.0,2.55,5.41,3.62,3.62,5.02,6.9,5.41,3.25,1.51,5.02,5.78,1.15,1.72,5.96,3.9,5.7,3.9,7.78,3.32,2.19,0.72,3.88,4.68,0.0,0.963,dup
8780,6291,2.31,0.0,0.0,0.0,0.0,1.0,0.0,2.55,5.41,3.62,3.62,5.02,6.9,5.41,3.25,1.51,5.02,5.78,1.15,2.38,6.62,6.62,6.62,5.28,9.43,6.62,3.43,1.33,3.43,3.43,1.33,0.952,dup
8780,3705,2.65,7.63,0.0,0.0,0.0,1.0,0.0,2.55,5.41,3.62,3.62,5.02,6.9,5.41,3.25,1.51,5.02,5.78,1.15,0.0,7.89,4.9,6.56,5.53,8.58,6.22,4.12,1.75,5.15,5.44,1.03,0.971,dup
8750,4867,2.81,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.4,0.0,1.4,0.0,1.4,1.4,0.0,0.0,0.0,0.0,0.0,1.43,4.41,1.43,3.53,1.43,5.62,2.5,1.43,1.43,2.24,1.43,1.43,0.851,dup
8738,8737,62.48,125.2,0.0,0.0,1.0,1.0,1.0,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.0,dup
8738,8736,62.48,125.2,0.0,0.0,1.0,1.0,1.0,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.0,dup
8738,8734,62.48,125.2,0.0,0.0,1.0,1.0,1.0,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.0,dup
8738,8733,62.48,125.2,0.0,0.0,1.0,1.0,1.0,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.0,dup
8737,8736,62.48,125.2,0.0,0.0,1.0,1.0,1.0,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.0,dup
8737,8734,62.48,125.2,0.0,0.0,1.0,1.0,1.0,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.0,dup
8737,8733,62.48,125.2,0.0,0.0,1.0,1.0,1.0,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.0,dup
8736,8734,62.48,125.2,0.0,0.0,1.0,1.0,1.0,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.0,dup
8736,8733,62.48,125.2,0.0,0.0,1.0,1.0,1.0,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.0,dup
8734,8733,62.48,125.2,0.0,0.0,1.0,1.0,1.0,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.42,10.48,8.09,6.25,5.6,12.71,4.79,2.65,2.5,4.97,6.4,3.11,1.0,dup
8669,8558,3.76,0.0,0.0,0.0,1.0,1.0,0.0,0.55,4.92,3.39,1.37,2.63,4.83,0.58,0.32,1.18,1.14,3.72,0.83,2.14,14.17,7.25,8.36,5.51,15.7,9.59,1.5,3.09,4.02,7.99,1.69,0.931,dup
8658,4681,7.71,1.01,0.0,1.0,0.0,1.0,0.0,0.0,3.81,0.0,2.06,1.03,5.24,3.92,0.0,1.03,2.49,1.74,0.0,0.0,6.33,2.58,4.91,1.69,8.69,9.75,1.33,1.73,3.74,4.5,0.4,0.964,dup
8631,8626,4.97,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.9,4.84,3.55,5.08,6.03,6.66,1.13,0.0,2.69,4.68,0.0,0.0,4.53,3.46,3.46,3.46,5.37,3.46,3.75,1.55,2.67,1.8,2.67,0.897,dup
8631,7530,2.02,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.9,4.84,3.55,5.08,6.03,6.66,1.13,0.0,2.69,4.68,0.0,0.0,5.15,4.83,1.11,3.53,5.89,3.84,2.35,0.0,3.41,4.57,2.17,0.941,dup
8631,7341,1.51,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7.9,4.84,3.55,5.08,6.03,6.66,1.13,0.0,2.69,4.68,0.0,0.0,6.56,4.13,1.55,4.29,7.72,6.37,6.56,1.27,4.59,3.28,3.32,0.888,dup
8626,7530,2.6,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.53,3.46,3.46,3.46,5.37,3.46,3.75,1.55,2.67,1.8,2.67,0.0,5.15,4.83,1.11,3.53,5.89,3.84,2.35,0.0,3.41,4.57,2.17,0.93,dup
8626,7341,5.45,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.53,3.46,3.46,3.46,5.37,3.46,3.75,1.55,2.67,1.8,2.67,0.0,6.56,4.13,1.55,4.29,7.72,6.37,6.56,1.27,4.59,3.28,3.32,0.966,dup
8611,8409,7.29,4.09,0.0,1.0,1.0,1.0,0.0,1.79,9.17,2.94,4.7,1.59,7.66,5.78,0.96,3.08,1.47,1.91,1.47,0.83,6.35,3.3,4.03,2.25,9.03,3.38,1.48,1.87,1.14,4.06,3.57,0.937,dup
8573,8437,4.46,0.0,0.0,0.0,0.0,1.0,0.32,0.0,3.37,3.23,1.6,2.59,3.01,2.38,0.0,0.45,1.09,1.09,0.9,0.88,4.59,4.5,2.61,3.61,5.49,4.5,2.14,1.0,3.45,2.04,1.15,0.959,dup
8573,7370,3.97,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.37,3.23,1.6,2.59,3.01,2.38,0.0,0.45,1.09,1.09,0.9,0.0,9.52,6.76,5.06,4.19,5.57,3.42,3.23,2.2,0.93,3.04,0.28,0.936,dup
8557,8492,4.83,1.75,0.0,0.0,1.0,1.0,0.0,1.48,6.78,4.11,4.34,2.54,9.23,4.46,2.41,2.41,1.74,7.19,1.79,1.06,4.02,1.2,2.68,2.21,4.77,4.88,1.2,0.0,1.2,6.51,0.0,0.935,dup
8516,8511,31.03,60.33,0.0,0.0,1.0,1.0,0.32,1.02,7.36,7.69,5.19,5.86,12.37,9.22,4.29,2.91,6.94,10.74,1.77,0.68,7.51,7.44,5.16,5.16,10.09,8.02,4.5,2.73,7.07,8.92,1.47,0.996,dup
8437,7370,3.8,2.31,0.0,0.0,1.0,1.0,0.32,0.88,4.59,4.5,2.61,3.61,5.49,4.5,2.14,1.0,3.45,2.04,1.15,0.0,9.52,6.76,5.06,4.19,5.57,3.42,3.23,2.2,0.93,3.04,0.28,0.914,dup
8418,8417,27.82,67.02,0.0,0.0,1.0,1.0,0.0,0.0,5.14,3.57,1.15,1.48,2.57,3.39,0.8,1.2,1.99,1.81,0.54,0.0,5.14,3.57,1.15,1.48,2.57,3.39,0.8,1.2,1.99,1.81,0.54,1.0,dup
8418,8416,27.82,67.02,0.0,0.0,1.0,1.0,0.0,0.0,5.14,3.57,1.15,1.48,2.57,3.39,0.8,1.2,1.99,1.81,0.54,0.0,5.14,3.57,1.15,1.48,2.57,3.39,0.8,1.2,1.99,1.81,0.54,1.0,dup
8417,8416,27.82,67.02,0.0,0.0,1.0,1.0,0.0,0.0,5.14,3.57,1.15,1.48,2.57,3.39,0.8,1.2,1.99,1.81,0.54,0.0,5.14,3.57,1.15,1.48,2.57,3.39,0.8,1.2,1.99,1.81,0.54,1.0,dup
8404,1942,5.02,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.38,4.13,2.5,2.94,5.22,3.76,1.32,2.57,1.32,2.94,1.32,1.35,10.79,5.59,6.41,6.06,9.82,9.24,4.17,4.73,5.42,6.19,3.16,0.976,dup
8362,8361,27.54,74.63,0.0,0.0,1.0,1.0,0.0,0.0,5.19,2.52,3.55,2.85,3.88,4.27,1.27,2.71,2.18,2.52,1.46,0.0,5.19,2.52,3.55,2.85,3.88,4.27,1.27,2.71,2.18,2.52,1.46,1.0,dup
8358,8357,19.2,40.78,0.0,0.0,0.0,1.0,0.0,0.0,5.64,4.58,3.79,3.22,10.46,7.11,2.73,0.69,1.31,2.15,0.89,0.0,2.33,3.45,2.33,0.95,5.34,3.95,1.38,0.0,0.95,0.0,1.38,0.968,dup
8354,1145,6.09,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.99,0.99,0.99,0.99,3.44,0.99,0.0,0.0,0.0,0.0,0.0,1.99,7.8,5.44,8.23,4.33,7.74,7.8,3.53,2.34,2.34,7.48,4.33,0.732,dup
8307,7522,8.04,0.0,0.0,1.0,1.0,1.0,0.32,0.0,2.22,1.18,1.84,0.0,4.55,1.18,0.0,0.0,0.0,1.7,0.0,0.0,4.99,2.82,2.37,0.0,8.4,4.87,0.82,1.51,1.11,2.4,0.0,0.95,dup
