Bug 1,Bug 2,Ch 11,Ch 21,Ch 31,Ch 41,Ch 51,Ch 61,Ch 71,Ch 81,Ch 91,Ch 101,Ch 111,Ch 121,Ch 12,Ch 22,Ch 32,Ch 42,Ch 52,Ch 62,Ch 72,Ch 82,Ch 92,Ch 102,Ch 112,Ch 122,cosine_similarity,class
25574,21377,0.0,1.47,3.93,2.01,2.01,5.01,2.74,0.82,0.82,0.82,2.74,1.47,0.0,0.64,0.64,0.64,0.64,1.92,0.64,0.64,0.64,0.64,0.64,0.64,0.929,dup
25574,20764,0.0,1.47,3.93,2.01,2.01,5.01,2.74,0.82,0.82,0.82,2.74,1.47,0.0,6.75,6.75,3.46,4.23,14.97,4.71,3.39,1.85,2.83,5.91,1.85,0.955,dup
25516,25515,0.98,6.14,4.43,2.56,3.56,8.0,5.53,1.74,2.94,4.01,5.66,2.24,0.98,6.14,4.43,2.56,3.56,8.0,5.53,1.74,2.94,4.01,5.66,2.24,1.0,dup
25456,25270,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.921,dup
25456,25164,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.896,dup
25456,24938,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.941,dup
25456,24509,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.898,dup
25456,24192,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.88,7.97,7.29,4.13,5.64,9.49,5.61,1.69,2.78,3.81,5.41,2.1,0.954,dup
25456,23950,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.35,5.53,3.95,3.59,4.09,7.44,6.93,2.04,2.15,3.09,3.75,2.0,0.927,dup
25456,23899,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,3.7,2.96,2.64,2.64,7.99,3.7,1.77,1.6,1.77,0.83,1.77,0.952,dup
25456,20198,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,7.01,3.0,4.47,4.89,8.05,7.01,0.0,0.98,3.65,4.64,2.18,0.91,dup
25456,19691,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,4.03,1.84,3.66,2.7,2.7,4.03,0.89,0.86,0.89,0.86,0.89,0.91,dup
25456,19466,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,3.09,3.09,1.1,3.09,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.821,dup
25456,12981,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,5.15,6.87,1.89,4.93,7.67,5.03,1.68,2.08,2.98,2.94,2.95,0.933,dup
25456,12420,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,8.1,7.84,5.7,7.69,10.09,7.81,2.9,2.66,4.77,5.55,3.63,0.947,dup
25456,9045,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.949,dup
25456,8902,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.893,dup
25456,8103,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.946,dup
25456,6283,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,7.53,6.7,5.51,5.94,5.42,6.51,2.38,2.22,3.64,2.65,3.64,0.935,dup
25456,4153,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,7.28,5.62,4.11,4.81,9.6,6.44,1.67,1.68,4.67,4.95,2.87,0.947,dup
25456,3029,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.895,dup
25456,3027,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.895,dup
25456,1618,0.0,6.67,5.55,5.06,3.35,7.95,3.09,2.2,1.16,2.32,1.16,1.16,0.0,7.02,8.18,4.93,3.36,10.44,7.62,1.84,2.19,3.53,5.03,1.94,0.952,dup
25426,15722,0.0,2.96,0.77,2.96,0.77,2.96,1.53,0.77,0.77,1.53,0.77,0.77,1.87,7.71,0.0,1.27,0.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.747,dup
25388,23532,0.58,5.02,4.24,1.9,1.06,6.61,2.63,0.66,0.47,1.24,3.05,0.66,0.99,8.21,4.97,3.44,3.84,9.6,6.22,1.93,4.32,4.37,6.99,2.52,0.943,dup
25388,23082,0.58,5.02,4.24,1.9,1.06,6.61,2.63,0.66,0.47,1.24,3.05,0.66,0.0,3.13,1.15,0.0,1.35,2.49,2.64,0.0,0.0,1.15,2.06,0.0,0.897,dup
25313,19161,0.89,9.12,5.43,2.68,1.38,9.81,7.39,2.7,1.38,2.18,2.68,1.38,0.0,3.05,1.7,2.34,2.34,7.57,3.55,0.68,2.34,2.36,3.55,1.7,0.896,dup
25305,22975,0.89,5.12,2.13,4.33,2.13,2.13,2.92,0.26,1.29,2.13,2.92,0.26,3.09,10.12,8.14,5.98,6.1,11.84,10.31,3.92,4.6,6.95,7.93,4.24,0.905,dup
25270,25164,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.945,dup
25270,24938,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.953,dup
25270,24509,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.928,dup
25270,24192,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.88,7.97,7.29,4.13,5.64,9.49,5.61,1.69,2.78,3.81,5.41,2.1,0.948,dup
25270,23950,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.35,5.53,3.95,3.59,4.09,7.44,6.93,2.04,2.15,3.09,3.75,2.0,0.986,dup
25270,23899,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,3.7,2.96,2.64,2.64,7.99,3.7,1.77,1.6,1.77,0.83,1.77,0.924,dup
25270,20198,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,7.01,3.0,4.47,4.89,8.05,7.01,0.0,0.98,3.65,4.64,2.18,0.966,dup
25270,19691,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,4.03,1.84,3.66,2.7,2.7,4.03,0.89,0.86,0.89,0.86,0.89,0.969,dup
25270,19466,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,3.09,3.09,1.1,3.09,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.786,dup
25270,12981,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,5.15,6.87,1.89,4.93,7.67,5.03,1.68,2.08,2.98,2.94,2.95,0.942,dup
25270,12420,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,8.1,7.84,5.7,7.69,10.09,7.81,2.9,2.66,4.77,5.55,3.63,0.973,dup
25270,9045,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.972,dup
25270,8902,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.895,dup
25270,8103,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.94,dup
25270,6283,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,7.53,6.7,5.51,5.94,5.42,6.51,2.38,2.22,3.64,2.65,3.64,0.969,dup
25270,4153,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,7.28,5.62,4.11,4.81,9.6,6.44,1.67,1.68,4.67,4.95,2.87,0.963,dup
25270,3029,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.848,dup
25270,3027,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.848,dup
25270,1618,0.0,3.4,2.66,2.66,2.79,3.79,4.81,1.08,1.0,1.72,1.41,1.08,0.0,7.02,8.18,4.93,3.36,10.44,7.62,1.84,2.19,3.53,5.03,1.94,0.958,dup
25219,14958,0.0,3.23,0.92,1.95,0.92,2.41,2.2,0.0,2.3,0.0,2.02,0.0,0.0,3.2,0.92,1.93,0.92,2.4,2.19,0.0,2.29,0.0,2.0,0.0,1.0,dup
25219,3902,0.0,3.23,0.92,1.95,0.92,2.41,2.2,0.0,2.3,0.0,2.02,0.0,0.0,4.25,1.74,2.97,0.92,4.1,3.02,0.0,2.51,0.0,2.02,0.0,0.985,dup
25164,24938,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.841,dup
25164,24509,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.972,dup
25164,24192,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.88,7.97,7.29,4.13,5.64,9.49,5.61,1.69,2.78,3.81,5.41,2.1,0.955,dup
25164,23950,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.35,5.53,3.95,3.59,4.09,7.44,6.93,2.04,2.15,3.09,3.75,2.0,0.981,dup
25164,23899,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,3.7,2.96,2.64,2.64,7.99,3.7,1.77,1.6,1.77,0.83,1.77,0.944,dup
25164,20198,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,7.01,3.0,4.47,4.89,8.05,7.01,0.0,0.98,3.65,4.64,2.18,0.961,dup
25164,19691,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,4.03,1.84,3.66,2.7,2.7,4.03,0.89,0.86,0.89,0.86,0.89,0.884,dup
25164,19466,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,3.09,3.09,1.1,3.09,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.663,dup
25164,12981,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,5.15,6.87,1.89,4.93,7.67,5.03,1.68,2.08,2.98,2.94,2.95,0.931,dup
25164,12420,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,8.1,7.84,5.7,7.69,10.09,7.81,2.9,2.66,4.77,5.55,3.63,0.948,dup
25164,9045,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.97,dup
25164,8902,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.837,dup
25164,8103,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.945,dup
25164,6283,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,7.53,6.7,5.51,5.94,5.42,6.51,2.38,2.22,3.64,2.65,3.64,0.895,dup
25164,4153,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,7.28,5.62,4.11,4.81,9.6,6.44,1.67,1.68,4.67,4.95,2.87,0.969,dup
25164,3029,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.785,dup
25164,3027,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.785,dup
25164,1618,0.0,6.34,3.01,2.4,3.07,9.03,6.99,1.94,3.36,2.88,4.68,1.54,0.0,7.02,8.18,4.93,3.36,10.44,7.62,1.84,2.19,3.53,5.03,1.94,0.958,dup
25147,17458,2.67,14.08,13.04,11.85,9.42,19.21,20.09,6.09,7.83,9.74,13.61,9.65,3.59,4.27,3.95,5.81,4.71,12.94,6.82,0.79,3.01,3.72,6.16,5.1,0.946,dup
25084,22083,3.61,10.19,9.08,7.42,8.37,12.79,8.35,2.38,2.48,6.43,8.79,3.5,1.08,5.47,4.99,4.28,4.13,7.57,3.8,0.92,0.85,2.1,2.78,1.1,0.98,dup
25084,21488,3.61,10.19,9.08,7.42,8.37,12.79,8.35,2.38,2.48,6.43,8.79,3.5,2.43,6.59,6.35,5.15,6.25,10.18,5.97,2.2,1.53,3.7,5.03,2.35,0.994,dup
25045,23042,0.7,3.35,1.54,1.54,1.54,3.71,1.54,1.54,1.54,1.54,2.59,1.54,0.0,1.55,2.33,0.78,0.0,0.0,0.78,0.0,0.0,0.78,0.78,0.0,0.629,dup
25030,24994,0.85,9.82,3.43,5.36,3.92,11.98,7.06,3.31,0.41,1.94,4.9,0.79,0.0,9.65,4.36,6.42,5.17,9.97,6.87,3.19,1.15,1.93,6.38,1.93,0.984,dup
24975,14222,0.71,5.66,1.88,2.52,2.52,4.19,5.68,1.45,0.71,0.71,3.43,0.71,1.39,7.92,2.73,2.78,2.73,10.82,4.6,3.36,2.11,2.07,4.47,0.64,0.919,dup
24975,10880,0.71,5.66,1.88,2.52,2.52,4.19,5.68,1.45,0.71,0.71,3.43,0.71,0.0,7.38,4.68,3.27,3.27,7.15,5.25,1.51,0.93,1.5,2.44,1.97,0.951,dup
24938,24509,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.848,dup
24938,24192,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.88,7.97,7.29,4.13,5.64,9.49,5.61,1.69,2.78,3.81,5.41,2.1,0.908,dup
24938,23950,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.35,5.53,3.95,3.59,4.09,7.44,6.93,2.04,2.15,3.09,3.75,2.0,0.92,dup
24938,23899,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,3.7,2.96,2.64,2.64,7.99,3.7,1.77,1.6,1.77,0.83,1.77,0.899,dup
24938,20198,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,7.01,3.0,4.47,4.89,8.05,7.01,0.0,0.98,3.65,4.64,2.18,0.897,dup
24938,19691,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,4.03,1.84,3.66,2.7,2.7,4.03,0.89,0.86,0.89,0.86,0.89,0.949,dup
24938,19466,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,3.09,3.09,1.1,3.09,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.85,dup
24938,12981,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,5.15,6.87,1.89,4.93,7.67,5.03,1.68,2.08,2.98,2.94,2.95,0.919,dup
24938,12420,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,8.1,7.84,5.7,7.69,10.09,7.81,2.9,2.66,4.77,5.55,3.63,0.945,dup
24938,9045,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.932,dup
24938,8902,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.892,dup
24938,8103,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.907,dup
24938,6283,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,7.53,6.7,5.51,5.94,5.42,6.51,2.38,2.22,3.64,2.65,3.64,0.971,dup
24938,4153,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,7.28,5.62,4.11,4.81,9.6,6.44,1.67,1.68,4.67,4.95,2.87,0.916,dup
24938,3029,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.874,dup
24938,3027,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.874,dup
24938,1618,0.0,2.17,2.17,2.17,2.17,2.17,2.17,1.1,0.0,1.1,0.0,1.1,0.0,7.02,8.18,4.93,3.36,10.44,7.62,1.84,2.19,3.53,5.03,1.94,0.906,dup
24924,16895,0.85,4.59,2.46,3.25,1.37,3.61,5.2,2.56,0.22,0.85,2.97,1.37,0.0,7.12,2.45,2.9,0.41,5.22,2.82,1.53,1.36,0.96,2.13,1.19,0.909,dup
24914,24609,0.0,8.65,4.53,2.0,1.16,6.97,5.05,1.25,1.61,0.72,2.64,1.4,1.3,7.63,3.05,6.64,2.16,5.97,5.17,0.86,0.93,3.3,2.64,0.0,0.903,dup
24912,24896,1.15,8.47,5.97,5.15,3.91,10.79,5.66,3.27,4.82,4.28,8.04,4.3,1.84,9.2,6.29,4.63,2.25,9.87,5.77,2.9,6.2,4.42,9.19,4.76,0.991,dup
24855,9327,1.14,6.27,4.67,2.96,2.04,8.24,5.88,0.7,1.49,4.84,2.98,0.7,2.99,8.4,5.54,6.52,7.46,13.12,5.76,2.9,2.3,4.93,7.09,3.06,0.942,dup
24855,4410,1.14,6.27,4.67,2.96,2.04,8.24,5.88,0.7,1.49,4.84,2.98,0.7,0.0,3.65,1.7,0.88,1.96,5.94,2.67,0.64,1.7,2.71,1.81,0.98,0.962,dup
24792,24185,0.0,3.98,1.68,0.61,0.61,5.63,1.68,0.61,0.61,0.61,2.1,1.68,0.94,8.3,4.57,2.81,4.01,10.1,5.11,4.09,2.59,4.39,4.69,2.3,0.937,dup
24792,23279,0.0,3.98,1.68,0.61,0.61,5.63,1.68,0.61,0.61,0.61,2.1,1.68,0.56,2.82,0.69,1.07,1.17,5.19,3.72,0.69,1.76,1.83,3.47,0.69,0.903,dup
24771,24770,0.98,1.75,3.29,1.75,1.75,3.48,1.75,1.75,1.75,1.75,1.75,1.75,0.98,1.75,3.29,1.75,1.75,3.48,1.75,1.75,1.75,1.75,1.75,1.75,1.0,dup
24765,24748,1.75,9.23,6.93,5.08,4.53,12.66,6.95,4.04,3.51,4.11,8.7,3.97,0.0,4.41,3.33,0.71,0.86,7.59,4.53,0.86,2.05,2.95,2.65,2.26,0.948,dup
24666,23710,0.0,4.08,0.93,0.93,0.93,7.49,0.93,0.93,0.0,1.71,0.93,0.0,0.0,5.64,0.58,1.27,0.58,7.42,2.03,0.58,0.69,0.69,1.73,0.0,0.969,dup
24533,21065,1.21,7.8,4.36,2.19,3.77,9.28,7.34,0.68,2.01,5.25,5.09,2.45,1.49,3.37,3.54,3.0,2.36,8.3,4.31,0.0,0.4,3.46,4.43,0.8,0.955,dup
24509,24192,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.88,7.97,7.29,4.13,5.64,9.49,5.61,1.69,2.78,3.81,5.41,2.1,0.98,dup
24509,23950,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.35,5.53,3.95,3.59,4.09,7.44,6.93,2.04,2.15,3.09,3.75,2.0,0.973,dup
24509,23899,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,3.7,2.96,2.64,2.64,7.99,3.7,1.77,1.6,1.77,0.83,1.77,0.917,dup
24509,20198,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,7.01,3.0,4.47,4.89,8.05,7.01,0.0,0.98,3.65,4.64,2.18,0.952,dup
24509,19691,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,4.03,1.84,3.66,2.7,2.7,4.03,0.89,0.86,0.89,0.86,0.89,0.855,dup
24509,19466,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,3.09,3.09,1.1,3.09,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.689,dup
24509,12981,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,5.15,6.87,1.89,4.93,7.67,5.03,1.68,2.08,2.98,2.94,2.95,0.957,dup
24509,12420,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,8.1,7.84,5.7,7.69,10.09,7.81,2.9,2.66,4.77,5.55,3.63,0.97,dup
24509,9045,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,5.89,4.18,3.23,3.6,8.72,6.48,2.69,1.06,2.89,2.48,2.51,0.951,dup
24509,8902,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.9,3.39,1.93,3.39,1.93,1.93,1.93,0.9,0.0,0.9,2.37,0.9,0.873,dup
24509,8103,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.43,4.57,5.27,2.79,3.4,6.71,3.83,1.64,2.36,4.16,3.07,1.79,0.979,dup
24509,6283,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,7.53,6.7,5.51,5.94,5.42,6.51,2.38,2.22,3.64,2.65,3.64,0.917,dup
24509,4153,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,7.28,5.62,4.11,4.81,9.6,6.44,1.67,1.68,4.67,4.95,2.87,0.982,dup
24509,3029,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.791,dup
24509,3027,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,6.44,3.98,2.04,3.94,2.85,2.0,0.26,0.0,0.26,1.08,0.26,0.791,dup
24509,1618,0.99,5.76,4.97,2.74,3.84,8.39,5.52,1.93,3.19,4.37,6.34,2.52,0.0,7.02,8.18,4.93,3.36,10.44,7.62,1.84,2.19,3.53,5.03,1.94,0.966,dup
24430,24429,0.0,2.33,1.46,0.27,0.27,1.23,2.82,0.27,0.96,0.27,0.27,0.27,0.0,2.42,1.55,0.27,0.27,1.3,2.96,0.27,1.03,0.27,0.27,0.27,1.0,dup
24426,24414,2.51,12.96,9.24,7.03,7.7,15.01,5.39,3.64,3.41,5.1,6.54,4.59,2.6,12.27,9.35,7.32,8.02,13.35,5.56,3.5,3.55,5.34,6.79,4.31,0.998,dup
24352,23425,0.0,5.15,2.11,6.66,0.7,4.81,4.92,1.41,1.1,0.74,1.06,1.41,0.0,2.43,1.36,2.54,1.36,1.36,1.36,1.36,1.36,1.36,1.36,1.36,0.884,dup
24310,22727,1.91,5.09,5.77,5.09,4.03,5.09,5.09,2.99,2.06,3.1,4.03,0.86,1.71,4.7,4.0,2.45,3.08,4.62,4.21,2.21,1.48,2.56,3.32,1.67,0.981,dup
24220,23553,0.0,2.38,3.66,0.82,1.84,8.77,5.3,0.0,0.0,0.0,4.34,0.0,0.51,1.1,1.1,1.1,1.1,5.11,2.09,0.58,1.1,1.1,2.09,1.1,0.928,dup
24220,23436,0.0,2.38,3.66,0.82,1.84,8.77,5.3,0.0,0.0,0.0,4.34,0.0,0.0,1.54,1.54,0.0,0.0,3.58,2.57,0.0,0.0,0.0,2.57,0.0,0.974,dup
24220,22365,0.0,2.38,3.66,0.82,1.84,8.77,5.3,0.0,0.0,0.0,4.34,0.0,0.0,4.47,2.81,0.58,0.58,8.7,2.78,0.22,0.36,1.0,3.12,0.56,0.944,dup
24220,6198,0.0,2.38,3.66,0.82,1.84,8.77,5.3,0.0,0.0,0.0,4.34,0.0,0.39,5.58,2.49,1.72,0.98,9.91,7.46,1.19,1.73,2.7,4.15,0.98,0.935,dup
