Bug 1,Bug 2,Ch 11,Ch 21,Ch 31,Ch 41,Ch 51,Ch 61,Ch 71,Ch 81,Ch 91,Ch 101,Ch 111,Ch 121,Ch 12,Ch 22,Ch 32,Ch 42,Ch 52,Ch 62,Ch 72,Ch 82,Ch 92,Ch 102,Ch 112,Ch 122,cosine_similarity,class
29794,29793,0.0,5.01,5.72,1.99,3.39,9.94,6.4,0.77,0.0,2.47,3.99,0.0,1.37,8.57,5.25,4.69,4.69,8.41,6.03,1.58,3.23,5.57,8.04,2.65,0.906,non
25090,25089,3.34,6.29,4.48,5.51,2.33,8.6,7.97,1.28,1.82,3.21,4.04,0.37,2.12,9.36,4.51,6.45,4.48,10.69,7.48,1.68,1.01,1.78,3.67,3.69,0.958,non
9201,9200,0.0,3.76,3.46,0.6,0.96,4.34,2.04,0.96,1.08,2.04,0.79,1.39,0.95,6.26,1.15,2.52,1.15,4.97,4.79,1.15,1.9,3.8,1.71,1.15,0.893,non
26477,26476,0.41,7.45,4.75,2.9,2.9,7.01,6.24,0.88,2.77,2.65,5.53,1.49,0.77,6.3,5.36,4.99,2.89,5.94,4.82,2.11,1.86,5.83,5.73,0.69,0.952,non
16285,16284,2.65,8.47,7.5,4.33,5.2,11.43,8.39,3.22,3.75,7.6,7.71,4.0,2.36,8.4,5.46,4.62,4.04,12.99,6.37,2.52,3.62,6.3,7.53,2.95,0.987,non
36651,36650,0.93,7.97,3.69,3.52,4.34,8.76,4.34,2.32,2.96,4.12,4.2,3.48,0.35,4.37,3.4,2.5,2.4,9.08,2.76,1.83,1.73,2.23,3.25,1.93,0.962,non
1833,1832,0.0,3.36,0.63,0.43,0.82,2.38,1.57,0.21,0.17,0.75,2.17,0.39,1.13,6.08,2.72,2.05,2.23,6.5,7.09,0.95,3.63,4.17,4.3,2.01,0.903,non
9380,9379,0.0,5.82,3.82,3.19,1.61,11.84,7.8,1.95,0.0,4.89,6.7,0.0,0.99,6.7,3.32,2.93,2.72,8.7,3.16,2.77,0.87,2.77,4.8,3.68,0.918,non
31917,31916,0.57,6.39,5.11,2.92,3.49,9.38,6.06,1.53,3.91,5.22,5.14,2.51,0.53,5.02,2.54,1.68,2.08,7.1,2.66,1.26,0.53,2.72,3.38,0.78,0.961,non
10026,10025,0.0,3.26,1.93,0.75,0.75,7.36,7.25,0.75,0.75,1.96,1.6,0.75,2.22,6.62,4.03,3.61,2.18,7.45,4.03,2.22,3.2,3.06,4.03,2.22,0.842,non
12015,12014,0.0,2.98,1.47,0.0,1.47,2.1,1.83,0.0,0.0,0.0,0.0,0.0,0.53,6.23,4.0,3.94,1.26,9.44,6.78,3.58,3.32,1.32,4.63,1.95,0.796,non
27259,27258,1.49,4.88,3.28,3.24,2.94,3.53,2.84,1.55,2.82,3.52,3.28,1.41,1.44,6.74,4.78,4.74,3.99,6.87,4.75,0.99,2.65,5.74,5.33,1.43,0.982,non
14759,14758,1.26,8.1,6.19,4.4,4.39,8.5,7.49,2.68,4.33,4.6,6.61,2.41,1.08,3.2,3.62,1.49,1.49,6.11,5.17,0.99,2.27,1.49,2.98,2.2,0.96,non
14910,14909,0.72,6.75,1.39,2.02,3.44,8.38,5.95,1.39,2.26,4.69,2.91,0.72,0.29,4.37,3.74,2.56,1.36,4.57,4.45,1.15,0.87,2.38,3.66,1.92,0.914,non
32703,32702,0.0,4.66,2.96,1.99,1.16,4.53,2.37,1.16,1.15,3.45,2.11,1.46,0.0,2.37,2.09,1.23,1.33,7.01,2.69,1.21,1.1,2.4,2.26,1.42,0.917,non
25530,25529,0.0,2.23,0.5,1.08,0.0,2.24,2.09,0.0,0.0,1.08,0.5,0.0,0.83,2.63,3.45,1.97,1.15,2.63,1.97,1.15,1.15,1.15,2.63,1.15,0.778,non
25124,25123,0.0,8.65,6.07,0.64,0.97,8.47,5.84,1.88,0.64,3.6,4.49,4.3,0.98,6.01,1.34,3.03,0.0,4.09,2.02,0.0,1.25,0.98,1.34,0.36,0.849,non
26186,26185,0.99,5.93,4.97,2.74,3.84,9.07,6.39,1.93,3.19,5.06,7.03,2.52,0.54,5.55,3.11,1.94,2.43,5.96,4.11,1.74,3.62,4.11,3.82,1.23,0.979,non
20043,20042,0.99,4.34,5.65,3.08,2.1,5.09,3.94,1.97,2.82,1.89,4.66,2.33,0.9,10.91,7.32,7.5,3.94,12.55,8.87,3.51,4.71,8.32,6.65,4.04,0.953,non
6555,6554,1.53,7.19,6.22,5.43,6.34,8.3,7.27,2.8,3.52,4.03,5.36,3.48,3.78,12.3,10.95,7.87,8.41,19.29,11.29,5.31,6.38,6.28,10.85,5.49,0.983,non
17784,17783,0.99,7.08,4.97,2.74,3.84,9.71,6.84,1.93,3.19,4.37,8.62,2.52,0.0,4.7,3.92,1.5,2.87,6.62,2.87,2.87,1.97,3.56,5.35,1.97,0.977,non
21235,21234,1.62,9.26,4.18,4.44,2.79,9.55,9.71,1.98,2.45,2.93,6.66,1.44,0.97,8.29,6.22,1.95,2.07,9.16,7.72,2.25,2.96,3.95,3.0,1.0,0.962,non
16109,16108,1.49,9.85,5.04,7.02,3.52,7.2,5.97,1.18,5.42,2.37,7.46,1.25,0.0,4.77,1.86,2.92,1.54,4.43,3.83,1.28,1.63,1.95,2.84,0.32,0.967,non
26665,26664,2.45,9.99,7.47,7.1,4.61,13.61,11.88,3.43,4.22,7.53,6.44,2.91,1.29,4.77,6.86,3.62,3.45,11.5,4.66,3.69,1.83,1.62,5.56,1.62,0.933,non
14937,14936,1.09,6.14,4.46,2.93,4.64,6.52,5.42,1.18,2.56,4.21,4.1,1.51,1.53,8.29,9.95,6.46,6.3,11.35,11.2,2.94,3.85,7.76,8.09,4.23,0.983,non
28743,28742,1.42,9.94,5.65,3.3,6.8,11.56,9.38,1.67,4.13,6.56,6.42,3.74,0.0,6.28,2.32,1.25,1.72,5.42,4.5,1.25,1.92,1.9,2.78,0.0,0.956,non
16324,16323,1.82,6.78,7.12,6.85,3.26,8.81,5.97,2.88,1.46,4.19,5.42,2.47,0.0,9.12,4.37,3.58,1.92,9.31,6.31,1.89,0.92,3.74,4.2,1.66,0.95,non
3252,3251,1.28,6.61,5.49,3.33,4.84,11.76,7.91,4.15,2.35,7.31,6.95,3.05,2.57,13.22,9.39,7.59,5.13,12.27,7.96,2.26,2.9,6.96,5.75,2.39,0.943,non
7607,7606,0.77,8.43,3.06,3.71,2.81,13.57,6.56,1.53,2.67,4.02,4.74,2.27,1.11,8.25,4.83,3.67,4.21,10.36,7.03,1.78,3.73,4.26,6.63,2.65,0.973,non
23417,23416,0.0,2.48,0.76,1.97,0.48,2.48,0.76,0.0,0.0,1.97,2.04,0.0,2.19,11.99,7.65,8.01,7.64,11.02,8.99,4.03,4.68,6.17,7.45,2.88,0.888,non
25372,25371,0.86,8.31,6.18,5.13,6.07,10.6,7.49,2.25,2.71,5.17,8.18,2.18,0.0,2.07,2.21,2.27,0.72,2.07,2.19,0.0,0.0,1.49,1.49,1.54,0.922,non
11249,11248,1.36,4.62,2.89,2.54,3.37,10.08,6.06,2.74,3.59,4.02,4.43,1.36,1.57,3.42,2.27,2.27,2.27,4.11,2.27,1.57,2.27,2.96,2.27,2.27,0.941,non
12836,12835,1.48,6.05,5.67,3.7,3.75,6.27,3.85,2.13,1.37,2.95,4.94,1.95,1.57,5.26,4.82,2.02,3.21,7.82,3.32,1.09,1.41,2.91,5.88,1.09,0.975,non
6671,6670,0.0,7.79,1.46,3.27,1.68,7.72,4.95,1.46,1.81,4.08,4.89,0.51,1.39,7.92,5.64,2.02,5.18,8.44,3.22,2.75,3.28,2.2,4.75,2.92,0.9,non
2061,2060,0.0,5.02,2.63,1.08,0.88,6.26,3.05,1.96,2.09,2.49,2.95,1.96,0.89,6.86,6.7,5.35,5.73,14.19,7.72,2.56,2.49,3.83,7.39,2.05,0.942,non
24102,24101,0.99,7.2,5.54,4.19,5.28,9.83,6.97,2.5,3.76,5.81,7.79,3.09,0.52,5.8,3.5,3.21,2.58,7.3,4.25,2.36,3.49,3.2,6.53,1.96,0.986,non
21440,21439,0.0,2.76,1.61,0.53,1.68,2.83,1.68,0.53,0.53,0.53,0.53,0.53,1.78,9.02,5.55,4.12,4.74,10.39,6.34,3.43,2.28,4.44,7.58,2.65,0.933,non
26825,26824,2.09,6.9,3.4,4.01,3.48,10.33,5.92,2.07,1.25,5.73,4.84,2.72,0.52,6.32,2.36,3.02,3.46,11.96,3.38,1.9,1.04,3.31,6.26,1.21,0.959,non
29007,29006,1.22,10.05,6.38,5.08,5.46,9.25,6.89,3.42,3.23,6.51,6.38,3.41,0.97,7.16,4.96,3.79,5.05,8.65,6.1,2.71,2.34,6.98,5.69,3.11,0.991,non
12627,12626,0.0,7.62,2.03,0.7,2.03,4.86,3.29,2.03,0.7,0.7,2.03,2.03,2.11,9.65,6.26,4.68,4.27,9.79,6.94,3.14,4.48,3.71,6.65,4.51,0.917,non
21119,21118,0.74,5.67,5.81,3.65,6.43,11.46,6.57,0.46,1.87,3.41,7.71,1.57,1.26,5.8,4.85,2.66,2.99,9.72,5.51,1.88,2.95,4.49,5.33,2.39,0.968,non
16064,16063,0.0,3.75,0.28,0.28,1.16,2.32,2.7,0.28,0.0,0.28,2.32,0.28,3.14,8.33,7.48,8.03,5.63,13.47,7.91,3.48,3.25,6.09,7.38,3.46,0.809,non
37209,37208,3.8,15.34,11.03,8.82,6.01,16.89,12.41,6.0,6.03,6.69,8.08,6.91,0.0,6.78,4.48,3.0,4.69,6.77,6.72,3.77,2.94,4.48,3.65,3.77,0.973,non
26640,26639,0.6,9.74,2.58,4.01,3.26,9.74,3.96,1.61,0.97,2.58,3.91,2.05,1.04,6.03,4.63,1.97,2.3,5.43,3.44,1.44,1.34,3.56,2.94,2.68,0.938,non
32436,32435,2.77,7.06,6.46,6.8,3.69,12.25,8.98,2.63,3.09,4.81,8.98,2.82,1.12,1.12,1.12,1.12,1.12,1.78,1.12,0.0,0.0,0.0,1.12,1.12,0.908,non
15890,15889,0.97,10.55,6.18,2.27,3.29,8.07,8.06,1.72,2.16,2.43,4.51,1.63,2.57,7.88,7.12,6.7,5.55,8.78,6.46,1.55,1.08,4.19,8.48,2.8,0.926,non
23967,23966,0.0,8.1,3.12,3.71,4.13,7.9,3.0,0.63,1.78,2.94,7.32,0.63,0.0,9.01,4.66,2.89,5.84,10.84,3.88,0.57,1.62,6.11,6.26,1.36,0.972,non
21333,21332,0.0,4.87,2.72,2.87,2.81,6.51,5.36,1.65,2.1,2.65,2.69,0.49,0.94,4.53,2.23,2.06,1.12,5.19,3.67,0.78,0.35,2.55,3.17,1.02,0.963,non
407,406,0.93,4.96,3.37,2.67,1.54,5.09,3.83,2.08,2.66,2.79,3.83,1.17,2.22,6.42,4.06,3.24,4.06,7.84,6.42,3.24,4.31,4.06,4.06,3.24,0.978,non
4838,4837,0.56,6.55,1.65,2.62,2.31,10.18,3.77,1.81,0.38,5.86,5.45,1.75,0.63,2.96,0.76,0.76,0.2,4.85,2.23,0.76,1.0,2.84,2.44,2.25,0.965,non
33421,33420,0.58,2.18,1.44,2.15,1.23,1.68,1.57,0.52,0.58,1.21,1.28,1.07,1.48,7.14,7.02,4.81,3.07,10.98,8.14,3.1,3.52,4.75,10.65,1.69,0.909,non
32936,32935,0.66,5.32,4.32,3.32,3.18,11.79,7.7,2.6,3.06,4.2,8.34,2.46,0.0,5.8,4.64,1.75,1.42,5.57,3.56,2.78,2.12,4.56,3.56,1.42,0.923,non
14917,14916,0.69,4.28,1.94,0.69,0.69,3.86,3.91,0.0,2.36,0.69,0.69,0.69,0.0,6.18,3.56,1.26,1.53,5.45,4.68,1.26,0.0,1.26,3.09,1.26,0.917,non
15179,15178,0.99,7.93,5.6,3.37,4.46,10.56,6.15,2.56,3.81,4.99,6.97,3.15,0.68,11.92,7.69,3.38,3.68,13.96,9.08,4.95,5.32,4.55,3.62,3.02,0.963,non
17872,17871,0.0,5.98,3.38,3.33,3.64,8.03,4.82,2.65,2.84,3.38,5.18,3.16,3.02,4.44,4.85,4.51,3.71,4.86,5.79,1.58,2.4,2.73,2.73,1.58,0.916,non
32793,32792,0.0,8.2,2.36,2.86,4.0,8.19,4.07,1.33,2.72,4.49,3.31,0.66,1.14,12.47,6.66,6.64,5.42,12.74,10.31,4.28,3.66,6.85,9.5,3.8,0.961,non
30639,30638,1.18,3.43,2.65,1.99,1.69,6.9,3.66,0.84,1.49,4.34,3.63,0.84,0.61,6.1,2.7,3.24,3.94,8.8,7.44,1.76,2.69,4.65,4.46,0.89,0.969,non
11429,11428,0.0,6.59,4.43,2.67,4.12,9.46,6.67,2.35,1.5,3.23,5.46,2.32,0.9,11.27,6.09,3.75,4.74,15.21,9.83,2.86,3.56,5.2,10.29,3.83,0.992,non
31161,31160,0.0,5.8,8.41,2.57,2.82,7.12,3.32,3.32,3.27,5.09,3.32,1.77,1.76,8.28,3.12,3.28,4.89,11.23,9.1,0.91,2.62,8.86,6.21,0.29,0.861,non
5924,5923,0.42,4.09,1.81,2.86,2.69,4.68,3.82,1.81,3.56,1.86,2.41,1.91,1.92,8.14,4.8,3.38,3.4,11.37,6.17,0.51,2.93,3.23,5.0,2.04,0.938,non
16422,16421,3.37,4.32,2.34,1.64,0.53,2.49,3.53,0.2,0.34,4.12,1.96,0.5,1.77,6.52,4.09,2.41,2.03,6.7,6.24,1.7,1.66,5.66,3.05,0.49,0.934,non
12584,12583,0.0,2.6,0.0,1.01,1.01,4.43,1.88,0.0,1.59,0.0,2.57,0.0,0.0,3.92,3.34,3.83,3.62,11.83,2.77,0.46,0.46,2.85,3.2,0.46,0.885,non
9098,9097,0.39,7.76,2.21,2.9,2.21,7.69,6.51,1.82,2.26,1.67,6.09,0.88,0.47,9.33,4.0,3.97,5.45,7.98,4.59,2.28,1.99,6.72,3.71,2.76,0.906,non
35388,35387,0.34,6.88,3.34,2.97,4.05,8.82,6.5,2.05,3.01,2.54,4.45,2.79,0.79,5.96,4.57,2.15,3.03,9.62,4.64,1.5,2.46,3.89,4.8,2.42,0.978,non
22243,22242,2.02,6.14,4.93,2.91,3.68,9.15,4.6,0.83,0.83,3.81,1.89,0.83,0.5,6.16,3.18,4.18,4.0,11.41,5.73,3.26,2.06,5.59,3.75,0.65,0.962,non
26164,26163,0.0,3.22,2.99,2.42,0.78,3.2,2.19,1.25,2.59,0.6,2.03,1.46,1.27,3.0,2.22,2.08,1.44,3.79,3.03,0.95,2.24,3.03,3.03,1.44,0.921,non
29330,29329,0.78,6.11,4.56,4.68,4.39,9.55,6.61,2.18,3.62,5.52,6.9,2.79,0.0,4.76,0.76,0.76,0.76,4.05,3.61,1.74,0.0,0.76,0.76,0.0,0.822,non
27482,27481,1.25,8.79,4.18,5.7,4.39,9.24,5.9,2.38,3.18,3.63,4.14,2.38,0.64,5.52,2.25,2.09,1.88,8.04,2.93,0.76,0.24,2.66,4.63,0.63,0.939,non
828,827,2.12,10.96,7.69,6.34,6.13,12.54,7.94,2.77,5.18,8.18,6.93,3.07,0.0,4.69,3.57,2.87,3.29,7.94,4.84,2.51,1.87,2.32,4.24,1.07,0.967,non
34415,34414,0.0,3.23,2.11,1.71,0.85,3.6,2.63,0.85,0.0,0.85,1.75,0.85,0.99,5.76,4.97,2.74,3.84,10.27,5.52,1.93,3.19,4.37,6.34,2.52,0.942,non
26831,26830,1.12,7.74,5.86,5.78,4.69,8.19,7.12,4.69,3.14,6.17,4.69,4.62,0.0,4.03,0.91,0.91,0.91,4.15,2.34,0.28,1.12,0.91,4.76,0.28,0.822,non
25566,25565,1.58,16.29,7.05,10.12,3.52,12.79,9.27,1.77,2.09,4.89,6.7,3.39,0.4,11.49,6.04,5.02,3.8,17.16,12.26,2.78,3.12,4.08,4.92,2.43,0.942,non
7371,7370,0.0,6.76,7.13,4.38,5.15,10.9,8.33,5.79,2.1,7.02,8.0,4.87,0.0,9.52,6.76,5.06,4.19,5.57,3.42,3.23,2.2,0.93,3.04,0.28,0.851,non
1865,1864,1.53,8.72,7.36,5.64,6.55,15.25,9.81,3.1,3.0,5.2,6.47,2.87,2.17,9.35,6.1,5.85,5.7,11.22,9.0,1.82,1.8,4.89,5.85,2.53,0.989,non
37370,37369,0.0,1.45,2.93,1.14,2.25,4.93,2.95,0.44,1.66,1.14,3.15,1.67,0.81,2.69,2.4,3.04,1.19,1.88,2.53,0.86,2.42,0.52,2.77,0.67,0.847,non
32070,32069,1.89,6.93,6.09,7.12,7.33,10.92,7.84,4.3,2.9,7.56,5.77,4.45,0.0,5.94,3.99,2.64,4.96,8.48,4.62,1.63,3.21,6.69,4.37,0.72,0.958,non
35386,35385,0.0,0.79,1.0,0.0,0.0,3.26,1.0,0.0,1.78,0.79,0.0,0.0,0.0,5.24,4.69,2.58,4.36,7.04,4.13,1.2,0.98,2.81,4.13,0.98,0.741,non
37556,37555,0.0,2.71,1.07,0.0,0.0,3.24,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.95,1.13,0.55,2.81,0.75,0.0,0.53,0.53,0.17,0.0,0.805,non
32010,32009,0.0,1.41,0.97,0.0,0.97,1.65,2.86,0.97,0.97,0.97,2.57,1.31,0.19,3.53,1.86,1.8,1.42,2.79,2.35,0.83,2.24,0.98,2.3,0.48,0.861,non
19439,19438,1.87,7.89,3.67,3.84,2.22,8.5,8.27,1.46,1.53,5.48,7.11,2.2,2.46,7.56,4.53,4.53,5.52,8.66,7.16,0.0,5.11,5.91,8.1,0.76,0.959,non
26886,26885,0.54,6.01,4.41,3.29,2.89,6.98,4.37,1.73,0.93,4.75,4.03,1.73,0.86,6.63,5.11,3.12,3.29,8.33,5.47,1.64,2.7,4.48,6.27,2.29,0.986,non
8460,8459,0.0,9.17,2.2,5.35,1.32,8.17,4.2,0.58,2.85,1.41,1.41,0.58,0.95,8.62,4.48,3.22,3.26,9.78,5.42,1.18,2.64,2.57,6.61,2.19,0.917,non
8918,8917,1.32,7.34,2.53,4.7,1.87,5.15,6.84,1.32,2.09,2.35,3.52,1.56,0.46,4.3,2.35,2.34,1.83,7.12,2.56,0.23,1.22,1.83,4.23,1.5,0.892,non
27543,27542,0.0,4.06,3.67,2.69,2.36,5.58,3.98,1.75,3.44,3.26,1.93,0.72,0.0,1.45,2.75,0.52,1.17,4.15,2.06,1.45,0.52,2.58,2.06,1.69,0.908,non
5426,5425,0.81,7.23,3.89,4.28,1.06,9.07,2.36,0.0,0.0,1.47,3.69,0.0,0.0,3.2,1.64,1.64,1.64,2.2,1.64,1.64,1.64,1.64,1.64,1.64,0.814,non
9955,9954,1.36,6.19,3.54,4.72,2.86,5.16,5.16,0.52,1.36,1.89,3.29,0.52,0.54,4.06,2.71,1.19,2.45,1.52,4.21,0.65,2.51,1.19,3.19,1.52,0.903,non
1631,1630,0.0,2.81,2.01,1.61,0.4,2.95,2.15,1.75,0.55,1.47,3.98,1.47,0.48,6.78,6.64,5.47,3.59,12.61,8.35,2.62,3.05,4.59,8.48,2.58,0.945,non
13147,13146,3.07,8.32,8.34,6.2,3.35,12.94,9.34,2.41,2.25,5.57,8.87,3.52,0.66,8.66,8.01,5.9,5.85,11.8,8.58,4.49,2.25,5.2,6.5,2.38,0.978,non
12237,12236,0.0,2.93,0.3,1.09,1.09,5.24,1.43,0.3,0.0,0.95,1.43,0.3,0.64,5.71,4.42,1.75,3.1,6.32,1.99,1.78,1.75,2.38,2.14,2.74,0.865,non
21849,21848,0.0,8.76,4.9,5.15,2.42,8.46,5.11,2.0,2.55,4.76,4.84,1.54,0.28,7.92,4.0,4.24,3.1,8.66,6.48,2.33,4.27,3.97,2.53,2.15,0.975,non
13197,13196,1.24,6.89,1.5,3.55,1.24,4.76,5.12,0.8,0.0,4.57,3.11,1.07,1.14,5.38,4.0,2.42,2.18,6.16,8.42,1.54,2.23,1.75,4.81,0.9,0.895,non
24931,24930,0.0,7.81,5.89,4.57,4.43,8.92,6.61,2.53,2.34,3.74,3.97,1.74,0.73,5.81,5.51,6.24,1.45,6.1,5.2,2.01,2.76,1.71,4.44,2.61,0.954,non
25375,25374,0.0,6.66,2.15,1.03,2.11,7.0,5.5,1.03,1.44,1.74,1.83,1.03,1.2,4.7,3.59,3.72,2.15,4.94,2.37,1.63,1.7,1.95,3.92,1.48,0.876,non
28549,28548,0.0,5.74,2.23,3.98,2.8,8.83,4.62,1.46,1.02,4.17,3.43,0.28,1.36,7.22,4.09,4.66,4.54,9.26,8.2,3.55,2.79,8.01,5.8,3.44,0.953,non
3504,3503,1.29,4.57,3.4,3.2,1.85,7.16,3.3,0.9,0.34,3.68,2.41,0.86,0.0,3.22,1.85,1.85,0.7,6.25,1.68,0.7,0.52,2.73,1.25,1.05,0.971,non
6877,6876,0.0,5.47,3.38,4.9,3.01,4.77,4.5,2.47,0.87,3.39,4.18,3.29,1.07,7.69,5.16,4.72,2.88,6.59,7.69,1.07,0.79,2.88,3.77,1.07,0.945,non
25193,25192,2.4,9.18,6.52,5.26,4.78,9.93,7.44,2.97,4.22,4.95,8.35,3.89,0.83,6.81,4.8,3.73,5.13,8.29,4.52,3.98,3.8,3.73,5.62,3.34,0.984,non
16056,16055,0.94,5.29,3.82,1.93,1.82,7.09,4.08,0.47,0.5,0.47,2.68,1.44,1.13,7.83,5.57,3.76,3.89,11.96,4.98,1.2,1.56,2.69,3.61,1.82,0.984,non
29924,29923,0.0,5.29,4.14,2.58,2.66,4.87,2.66,1.01,0.49,1.42,4.38,1.42,0.75,6.5,5.03,3.19,4.58,9.43,3.82,1.82,1.35,4.12,5.09,3.12,0.967,non
33494,33493,2.37,4.35,3.21,2.32,1.24,5.14,3.21,2.13,2.13,2.13,4.06,1.24,1.92,5.1,5.12,1.73,4.09,6.66,4.65,0.87,1.27,2.82,5.87,2.21,0.955,non
25653,25652,1.26,5.17,2.31,1.44,1.71,5.5,2.11,0.62,1.39,2.99,3.6,2.14,2.42,8.6,8.07,4.84,5.09,11.26,8.68,2.19,3.75,5.22,8.36,2.86,0.956,non
16123,16122,0.68,6.34,3.75,2.85,3.76,8.91,3.83,1.97,2.38,3.84,3.5,2.62,0.0,3.24,1.31,5.77,2.22,10.69,3.9,1.18,3.12,2.06,6.84,3.12,0.905,non
29195,29194,0.0,2.53,3.45,0.83,0.83,3.86,1.2,0.96,0.61,0.83,4.41,0.75,0.6,5.25,5.73,1.88,1.88,7.59,4.14,3.95,0.52,3.46,6.47,2.31,0.958,non
932,931,1.38,9.4,7.7,6.38,5.43,12.16,7.72,2.57,3.31,4.86,6.6,1.46,2.91,8.72,5.38,3.83,3.22,9.92,4.82,2.72,2.2,2.77,4.8,2.03,0.98,non
22128,22127,0.17,4.41,2.21,1.05,0.7,2.49,2.55,0.17,1.0,1.32,0.44,0.29,2.01,5.81,6.18,3.39,4.48,9.46,4.78,3.57,2.6,7.72,6.2,2.6,0.826,non
33970,33969,0.64,6.0,3.82,3.87,1.84,7.13,3.65,0.63,0.23,1.0,3.22,1.41,1.86,8.56,5.06,5.4,5.1,10.45,6.92,1.5,2.03,4.59,4.03,1.26,0.967,non
21158,21157,3.15,7.37,8.48,5.05,6.6,12.63,8.42,3.03,3.96,8.4,9.89,4.35,2.81,15.04,10.29,7.92,8.56,15.4,8.5,2.84,0.66,5.53,13.66,3.97,0.956,non
33207,33206,0.52,5.35,2.92,1.28,2.73,7.93,3.9,0.76,1.9,5.56,1.9,1.28,0.6,8.89,4.16,3.81,3.81,8.82,7.29,1.18,1.18,3.95,5.1,1.92,0.941,non
33668,33667,1.25,5.48,4.2,4.19,5.05,10.67,6.84,2.45,0.73,3.44,6.97,2.07,0.0,11.15,5.08,3.41,2.15,9.08,7.62,2.27,1.56,4.72,6.23,1.51,0.932,non
21167,21166,1.35,8.99,3.9,4.56,6.32,10.39,6.7,2.88,2.65,4.87,5.25,1.65,0.51,9.02,3.71,5.7,6.25,10.53,9.36,3.0,3.03,4.8,6.56,3.72,0.987,non
2933,2932,0.45,5.25,1.78,2.49,1.14,5.86,2.27,1.36,0.57,0.68,1.7,0.68,0.0,6.23,2.09,0.87,2.16,5.29,4.18,0.23,0.29,1.89,3.47,0.58,0.932,non
12924,12923,2.0,7.04,6.74,5.36,4.39,8.86,5.09,1.58,0.76,3.21,5.02,2.03,0.78,5.71,5.41,4.68,3.64,7.52,8.45,2.47,1.23,4.08,4.82,3.57,0.96,non
7741,7740,0.0,4.27,0.0,3.08,2.56,3.91,1.5,0.0,0.0,0.68,1.7,0.68,0.0,2.74,0.69,3.47,1.16,1.16,0.69,0.0,1.74,1.08,0.0,0.0,0.811,non
21766,21765,0.0,2.85,2.41,1.44,1.02,5.06,2.41,1.02,1.44,1.02,1.72,0.56,0.0,4.91,3.97,2.13,2.21,5.34,4.39,1.59,0.64,1.54,4.96,1.56,0.941,non
24149,24148,1.38,8.32,4.0,3.81,2.6,8.58,4.24,1.59,3.25,5.71,5.78,3.26,0.24,5.02,4.72,2.75,3.16,6.31,4.33,2.04,2.22,2.81,5.21,1.94,0.965,non
35701,35700,0.49,6.89,7.56,3.05,5.02,7.34,3.63,1.97,2.94,3.93,6.81,1.98,0.71,8.55,6.3,3.2,2.62,8.62,7.81,1.45,1.91,3.57,2.87,2.65,0.92,non
5901,5900,0.0,8.58,6.92,6.41,3.79,7.07,5.49,1.92,4.32,1.27,3.31,1.05,0.63,13.39,7.1,6.78,3.47,15.13,7.98,2.73,2.87,5.68,6.27,2.21,0.944,non
10936,10935,0.0,4.83,2.97,3.81,0.74,7.79,5.41,0.74,0.84,2.68,2.96,0.73,0.55,9.31,5.41,6.33,5.93,12.21,9.05,2.2,2.08,5.52,7.15,2.91,0.968,non
16585,16584,0.68,5.81,2.91,3.31,3.21,9.46,4.2,1.16,1.16,2.38,4.98,2.28,0.47,6.29,0.71,3.94,1.08,10.36,4.25,0.24,0.47,1.58,1.79,0.71,0.937,non
19044,19043,0.0,9.05,8.62,2.55,3.84,14.6,6.87,3.03,0.98,2.42,4.88,3.08,0.0,0.0,0.0,0.0,0.0,1.52,0.0,0.0,0.0,0.0,0.0,0.0,0.662,non
19735,19734,0.8,5.99,4.59,4.59,3.79,6.33,5.99,2.07,0.8,2.51,2.2,2.87,0.83,4.88,4.26,2.27,3.29,9.52,5.44,1.59,2.6,3.58,5.21,2.11,0.93,non
16379,16378,1.98,8.06,6.63,5.96,4.28,10.88,11.9,3.11,2.7,3.28,5.74,2.93,2.36,8.78,4.73,3.47,4.6,9.24,4.08,1.64,1.71,1.14,6.48,2.35,0.925,non
23949,23948,0.19,3.1,2.25,1.95,1.37,2.81,2.13,0.94,2.19,1.05,2.99,1.1,0.98,7.93,5.19,4.69,5.27,10.01,8.26,3.57,5.04,5.17,9.03,1.83,0.975,non
4870,4869,0.0,3.09,0.66,1.42,1.42,4.78,2.33,0.66,0.66,1.93,0.66,0.66,0.0,6.84,3.31,2.48,1.82,6.81,6.1,0.97,3.68,2.37,2.62,0.0,0.929,non
26564,26563,0.81,8.63,6.69,2.91,3.64,14.19,10.87,2.12,2.65,5.02,5.2,2.11,1.42,2.16,2.03,2.16,0.74,2.16,2.16,0.74,0.74,0.74,0.74,0.74,0.895,non
2871,2870,0.37,3.99,3.74,1.5,2.33,7.97,4.56,1.13,1.03,3.17,2.91,1.67,1.44,3.2,6.19,3.34,4.42,10.46,7.51,0.78,1.69,3.3,8.64,0.56,0.942,non
24124,24123,1.16,4.27,3.42,4.27,2.42,7.66,4.97,0.0,2.29,3.67,4.63,0.82,0.0,6.73,2.26,3.64,0.73,5.65,4.66,1.68,2.96,1.17,4.35,2.13,0.92,non
22301,22300,0.0,8.14,6.41,3.04,6.12,14.25,10.56,1.37,3.27,5.94,7.51,2.36,1.17,6.57,3.65,2.29,3.55,8.34,4.69,1.62,2.88,5.28,3.88,1.38,0.973,non
