Bug 1,Bug 2,01,11,21,31,41,51,61,71,81,91,101,111,121,131,141,151,161,171,181,191,201,211,221,231,241,251,261,271,281,291,301,311,321,331,341,02,12,22,32,42,52,62,72,82,92,102,112,122,132,142,152,162,172,182,192,202,212,222,232,242,252,262,272,282,292,302,312,322,332,342,cosine_similarity,class
36143,34307,0.52,0.0,0.0,0.0,0.84,0.51,0.51,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.33,0.83,0.0,0.0,0.0,0.52,1.03,0.5,0.0,0.51,0.83,0.77,0.52,0.0,0.0,0.0,0.85,0.33,1.04,0.0,0.76,0.4,0.34,0.18,0.0,0.0,0.49,0.0,0.0,0.0,0.43,0.3,0.0,0.99,0.6,0.18,0.9,0.34,1.03,0.34,0.18,0.18,1.17,0.6,0.68,0.3,0.77,0.0,0.0,0.4,0.0,0.0,0.65,0.18,0.68,0.485,dup
36143,33985,0.52,0.0,0.0,0.0,0.84,0.51,0.51,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.33,0.83,0.0,0.0,0.0,0.52,1.03,0.5,0.0,0.51,0.83,0.77,0.52,0.0,0.0,0.0,0.85,0.33,1.04,0.0,0.0,0.0,0.0,0.0,2.83,0.0,0.0,0.0,0.0,1.43,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.287,dup
36141,36139,0.0,0.0,0.75,0.0,0.0,0.0,1.57,0.79,1.89,0.0,1.11,0.0,0.0,0.0,0.55,0.0,0.0,0.0,0.55,7.7,0.0,0.0,0.79,1.34,0.0,0.0,0.17,0.79,0.79,0.0,0.0,2.3,0.0,0.0,0.83,0.0,0.88,0.52,0.29,0.28,0.0,0.79,0.89,0.0,0.93,1.4,0.25,0.67,0.0,0.0,1.28,0.85,0.0,1.24,4.12,1.52,8.37,0.51,1.49,0.25,0.59,0.14,0.89,0.76,1.08,0.28,1.87,0.32,0.56,0.0,0.481,dup
36089,35823,0.0,0.68,0.77,0.68,0.0,0.51,0.51,0.0,0.7,2.43,0.0,0.0,0.87,0.0,0.0,4.93,0.0,0.77,0.0,2.26,0.46,0.64,0.77,0.68,5.6,2.12,0.11,0.0,0.68,0.81,1.15,0.7,0.46,1.29,0.62,0.96,0.0,0.0,0.0,0.95,0.0,0.59,0.0,0.0,1.6,0.0,0.0,1.69,0.0,0.37,1.79,0.32,0.0,1.71,0.0,0.0,0.32,0.0,0.0,2.36,0.32,0.0,0.59,0.0,0.0,0.0,0.32,0.32,0.0,0.0,0.71,dup
36089,35264,0.0,0.68,0.77,0.68,0.0,0.51,0.51,0.0,0.7,2.43,0.0,0.0,0.87,0.0,0.0,4.93,0.0,0.77,0.0,2.26,0.46,0.64,0.77,0.68,5.6,2.12,0.11,0.0,0.68,0.81,1.15,0.7,0.46,1.29,0.62,1.28,1.25,0.23,0.0,0.23,0.0,0.67,0.0,0.35,2.81,0.0,0.31,1.26,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.31,0.54,0.0,0.0,3.91,0.58,0.54,0.0,1.27,0.31,0.63,0.35,0.0,1.24,0.73,0.846,dup
36072,32849,0.0,0.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.68,0.0,0.0,0.0,0.75,0.54,0.29,0.21,0.44,0.4,0.72,0.92,0.0,0.59,1.39,2.53,0.0,0.14,2.25,0.42,0.0,0.54,0.0,0.0,1.03,0.0,0.17,0.38,0.64,0.29,1.55,0.25,0.0,1.63,0.73,0.15,0.17,0.42,0.0,1.24,0.38,0.35,0.0,0.71,0.53,0.69,1.08,0.25,1.54,0.17,1.19,0.79,0.4,1.32,0.17,0.25,0.0,1.18,0.4,0.635,dup
35997,35279,0.0,0.0,0.39,0.0,0.49,0.0,0.0,0.0,0.0,0.48,0.55,0.79,0.0,0.0,0.0,0.18,0.61,0.84,0.0,0.88,0.67,0.39,1.0,0.59,0.18,0.61,0.07,0.0,0.18,0.18,0.0,0.49,0.0,0.0,0.0,0.0,0.35,0.84,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.71,0.42,0.71,0.0,0.0,0.0,0.78,0.83,0.56,0.84,0.61,0.2,0.9,0.0,0.0,0.42,0.33,0.0,0.0,0.35,0.0,0.61,0.0,0.0,0.0,0.827,dup
35992,35506,0.46,0.0,0.04,0.12,0.63,0.0,0.24,0.0,0.0,0.24,0.22,0.06,0.0,0.22,0.1,0.12,0.28,0.13,0.16,0.35,0.16,0.39,1.48,0.76,0.11,0.06,2.01,0.0,0.0,0.35,0.0,0.49,0.1,0.19,0.1,0.97,0.44,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.87,0.0,0.0,0.0,0.0,0.54,0.33,0.87,0.0,0.54,0.34,0.0,0.33,0.0,0.0,0.63,0.87,2.34,0.0,0.0,0.78,0.0,0.33,0.67,0.0,0.34,0.68,dup
35992,34999,0.46,0.0,0.04,0.12,0.63,0.0,0.24,0.0,0.0,0.24,0.22,0.06,0.0,0.22,0.1,0.12,0.28,0.13,0.16,0.35,0.16,0.39,1.48,0.76,0.11,0.06,2.01,0.0,0.0,0.35,0.0,0.49,0.1,0.19,0.1,0.0,0.34,0.0,0.31,0.0,0.0,0.31,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.66,0.73,0.54,0.0,0.0,0.31,0.31,0.87,0.87,0.0,0.0,4.39,0.0,0.0,0.34,0.39,0.0,0.0,0.31,0.0,0.831,dup
35992,33964,0.46,0.0,0.04,0.12,0.63,0.0,0.24,0.0,0.0,0.24,0.22,0.06,0.0,0.22,0.1,0.12,0.28,0.13,0.16,0.35,0.16,0.39,1.48,0.76,0.11,0.06,2.01,0.0,0.0,0.35,0.0,0.49,0.1,0.19,0.1,0.0,0.58,1.95,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.08,0.46,0.0,0.56,0.0,0.0,1.21,1.22,1.08,0.73,0.58,1.19,1.92,0.58,0.0,0.95,1.66,0.0,0.0,0.0,0.0,0.68,1.17,0.0,1.23,0.65,dup
35992,33789,0.46,0.0,0.04,0.12,0.63,0.0,0.24,0.0,0.0,0.24,0.22,0.06,0.0,0.22,0.1,0.12,0.28,0.13,0.16,0.35,0.16,0.39,1.48,0.76,0.11,0.06,2.01,0.0,0.0,0.35,0.0,0.49,0.1,0.19,0.1,0.99,0.06,0.06,0.03,0.66,0.08,0.65,0.0,0.0,0.69,0.36,0.0,0.05,0.3,0.19,0.82,0.17,0.22,0.24,0.45,0.36,0.25,1.57,0.9,1.5,0.05,1.77,0.09,0.13,0.57,0.0,0.3,0.11,0.03,0.06,0.857,dup
35988,35064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,3.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,1.48,1.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,1.27,0.73,0.26,0.0,1.85,0.63,0.0,2.77,0.0,0.9,0.0,0.0,0.0,2.52,0.26,0.35,0.35,0.79,0.61,2.04,0.0,0.06,0.26,0.26,1.19,1.08,1.16,0.79,0.48,0.58,0.421,dup
